doc_id,year,section_title,total_pages_in_section,unknown_subsection_pages,unknown_subsection_rate
Shetland-2015-2016,2015-2016,E COMMUNITY HEALTH PARTNERSHIP COMMITTEE (COMMITTEE CEASED AT 31 MARCH 2016),1,1,1.0
Shetland-2015-2016,2015-2016,FINANCIAL LIABILITIES,3,3,1.0
Shetland-2015-2016,2015-2016,GENERAL REVALUATION OTHER HELD ON — TOTAL,1,1,1.0
Shetland-2015-2016,2015-2016,GOVERNANCE STATEMENT,2,2,1.0
Shetland-2015-2016,2015-2016,HIGHEST EARNING DIRECTOR’S —§{ 150-155 |-HI ING DIRECTOR’,1,1,1.0
Shetland-2015-2016,2015-2016,HOSPITAL AND COMMUNITY HEALTH SERVICES INCOME,1,1,1.0
Shetland-2015-2016,2015-2016,ICT CONSULTANC 6890| I,1,1,1.0
Shetland-2015-2016,2015-2016,MENTAL HEALTH,2,2,1.0
Shetland-2015-2016,2015-2016,NOTE 1 - ACCOUNTING POLICIES,1,0,0.0
Shetland-2015-2016,2015-2016,OPERATING LEASES,2,2,1.0
Shetland-2015-2016,2015-2016,PATIENT FOCUS/PUBLIC INVOLVEMENT STEERING GROUP,4,1,0.25
Shetland-2015-2016,2015-2016,PENSION VALUES (AUDITED INFORMATION) |,1,1,1.0
Shetland-2015-2016,2015-2016,PENSIONS CLINICAL,3,3,1.0
Shetland-2015-2016,2015-2016,PERFORMANCE REPORT,3,3,1.0
Shetland-2015-2016,2015-2016,PERMANENT STAFF,1,1,1.0
Shetland-2015-2016,2015-2016,PRIMARY MEDICAL SERVICES,1,1,1.0
Shetland-2015-2016,2015-2016,REMUNERATION TABLE (AUDITED INFORMATION),1,1,1.0
Shetland-2015-2016,2015-2016,REMUNERATION TABLE (AUDITED INFORMATION) A,1,1,1.0
Shetland-2015-2016,2015-2016,STAFF GOVERNANCE,2,2,1.0
Shetland-2015-2016,2015-2016,STATEMENT OF CONSOLIDATED CASHFLOWS,1,1,1.0
Shetland-2015-2016,2015-2016,STATEMENT OF CONSOLIDATED CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2015-2016,2015-2016,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2015-2016,2015-2016,SUMMARY OF CORE REVENUE RESOURCE OUTTURN,1,1,1.0
Shetland-2015-2016,2015-2016,THE SCOTTISH GOVERNMENT HEALTH AND SOCIAL CARE DIRECTORATE CONTINUE TO SET THREE FINANCIAL,1,1,1.0
Shetland-2015-2016,2015-2016,TRANSPORT PLANT &,1,1,1.0
Shetland-2015-2016,2015-2016,Unknown,1,1,1.0
Shetland-2015-2016,2015-2016,WAITING TIMES TARGETS — SECONDARY CARE,1,1,1.0
Shetland-2016-2017,2016-2017,(6) US DOLLARS,1,1,1.0
Shetland-2016-2017,2016-2017,-ISLANDS HEALTH AND SOCIAL CARE PARTNERSHIP (1JB) AGREEMENT ON THE LOCAL JOINT STRATEGIC,1,1,1.0
Shetland-2016-2017,2016-2017,14 1,1,1,1.0
Shetland-2016-2017,2016-2017,2016 2017 2017,1,1,1.0
Shetland-2016-2017,2016-2017,26C. RESTATED CASH FLOW STATEMENT,1,1,1.0
Shetland-2016-2017,2016-2017,ACCOUNTABILITY REPORT,2,2,1.0
Shetland-2016-2017,2016-2017,AT 1ST APRIL 2015,1,0,0.0
Shetland-2016-2017,2016-2017,AUDIT REPORT,3,3,1.0
Shetland-2016-2017,2016-2017,CAPITAL RESOURCE LIMIT,1,1,1.0
Shetland-2016-2017,2016-2017,CLINICAL AND MEDICAL,1,1,1.0
Shetland-2016-2017,2016-2017,CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE,1,1,1.0
Shetland-2016-2017,2016-2017,CONSOLIDATED BALANCE SHEET,1,1,1.0
Shetland-2016-2017,2016-2017,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2016-2017,2016-2017,E COMMUNITY HEALTH AND SOCIAL CARE SERVICES,1,1,1.0
Shetland-2016-2017,2016-2017,EACH RMG AND THE CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE RECEIVES QUARTERLY,2,2,1.0
Shetland-2016-2017,2016-2017,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2016-2017,2016-2017,HIGHEST EARNING DIRECTOR'S TOTAL 125-130 | HIGHEST EARNING DIRECTOR'S TOTAL 150-155,1,1,1.0
Shetland-2016-2017,2016-2017,INFECTION CONTROL,2,2,1.0
Shetland-2016-2017,2016-2017,INFORMATION GOVERNANCE,2,2,1.0
Shetland-2016-2017,2016-2017,KEITH MASSEY [UNTIL 0-5,1,1,1.0
Shetland-2016-2017,2016-2017,MALE FEMALE | PREFER | TOTAL MALE FEMALE | PREFER | TOTAL,2,2,1.0
Shetland-2016-2017,2016-2017,NET OPERATING COSTS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 1 - ACCOUNTING POLICIES,11,0,0.0
Shetland-2016-2017,2016-2017,NOTE 13 - TRADE AND OTHER RECEIVABLES,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 16 - TRADE AND OTHER PAYABLES,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 18 —- MOVEMENT ON WORKING CAPITAL BALANCES,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 2 — STAFF COSTS,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 21 - COMMITMENTS,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 23 —- COMMITMENTS UNDER PFI CONTRACTS,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 27 - FINANCIAL INSTRUMENTS,2,0,0.0
Shetland-2016-2017,2016-2017,NOTE 29 —- RELATED PARTY TRANSACTIONS,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 31 - THIRD PARTY ASSETS,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 33(B) —- CONSOLIDATED GROUP BALANCE SHEET,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 33(C) -— CONSOLIDATED STATEMENT OF CASHFLOWS,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 5 — FAMILY HEALTH SERVICE EXPENDITURE,1,0,0.0
Shetland-2016-2017,2016-2017,NOTE 8 - OPERATING INCOME,1,0,0.0
Shetland-2016-2017,2016-2017,OQ NON CORE CAPITAL RESOURCE LIMIT 0,1,0,0.0
Shetland-2016-2017,2016-2017,PENSION VALUES (AUDITED,1,1,1.0
Shetland-2016-2017,2016-2017,PENSION VALUES (AUDITED INFORMATION,1,1,1.0
Shetland-2016-2017,2016-2017,PENSIONS AND CLINICAL PARTICIPATION OTHER 2016,1,1,1.0
Shetland-2016-2017,2016-2017,PENSIONS AND CLINICAL PARTICIPATION OTHER 2017,1,0,0.0
Shetland-2016-2017,2016-2017,PERFORMANCE REPORT,2,0,0.0
Shetland-2016-2017,2016-2017,PRIMARY CARE,2,2,1.0
Shetland-2016-2017,2016-2017,REMOVE ENDOWMENT EXPENDITURE,1,0,0.0
Shetland-2016-2017,2016-2017,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2016-2017,2016-2017,REMUNERATION COMMITTEE,1,1,1.0
Shetland-2016-2017,2016-2017,REMUNERATION TABLE (AUDITED INFORMATION,1,1,1.0
Shetland-2016-2017,2016-2017,STATEMENT OF CONSOLIDATED CASHFLOWS,1,1,1.0
Shetland-2016-2017,2016-2017,STATEMENT OF CONSOLIDATED CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2016-2017,2016-2017,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,2,2,1.0
Shetland-2016-2017,2016-2017,THE SCOTTISH GOVERNMENT HEALTH AND SOCIAL CARE DIRECTORATE CONTINUE TO SET THREE FINANCIAL,1,1,1.0
Shetland-2016-2017,2016-2017,THE STATEMENT OF ACCOUNTING OFFICER’S RESPONSIBILITIES,1,0,0.0
Shetland-2016-2017,2016-2017,TRANSPORT PLANT & TOTAL,2,0,0.0
Shetland-2016-2017,2016-2017,UNDER (EXCLUDING EQUIPMENT MACHINERY TECHNOLOGY ®& FITTINGS CONSTRUCTION,1,0,0.0
Shetland-2016-2017,2016-2017,Unknown,1,1,1.0
Shetland-2016-2017,2016-2017,WAITING TIMES TARGETS — SECONDARY CARE,1,1,1.0
Shetland-2016-2017,2016-2017,£’'000 STAFF COSTS,1,0,0.0
Shetland-2017-2018,2017-2018,A) CREDIT RISK,1,1,1.0
Shetland-2017-2018,2017-2018,ACCOUNTABILITY REPORT,2,2,1.0
Shetland-2017-2018,2017-2018,ASSET CATEGORY,3,3,1.0
Shetland-2017-2018,2017-2018,AT 1 APRIL 2016,1,1,1.0
Shetland-2017-2018,2017-2018,BALANCE OF CARE,1,1,1.0
Shetland-2017-2018,2017-2018,BEST VALUE,4,4,1.0
Shetland-2017-2018,2017-2018,CAPITAL RESOURCE LIMIT,1,1,1.0
Shetland-2017-2018,2017-2018,CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE,1,1,1.0
Shetland-2017-2018,2017-2018,CONSOLIDATED STATEMENT OF CASH FLOWS,1,1,1.0
Shetland-2017-2018,2017-2018,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2017-2018,2017-2018,CONSOLIDATED STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2017-2018,2017-2018,COUNTER FRAUD SERVICES,1,1,1.0
Shetland-2017-2018,2017-2018,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2017-2018,2017-2018,EACH RMG AND THE CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE RECEIVES QUARTERLY,2,2,1.0
Shetland-2017-2018,2017-2018,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2017-2018,2017-2018,HEAD COUNT OF STAFF,4,4,1.0
Shetland-2017-2018,2017-2018,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,2,2,1.0
Shetland-2017-2018,2017-2018,ISLANDS HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AGREEMENT ON THE LOCAL JOINT STRATEGIC,1,1,1.0
Shetland-2017-2018,2017-2018,LAND BUILDINGS DWELLINGS TRANS,4,4,1.0
Shetland-2017-2018,2017-2018,MEDICAL LEGAL,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 1 - ACCOUNTING POLICIES,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 12 – TRADE AND OTHER PAYABLES,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 13 – PROVISIONS,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 15 –EVENTS AFTER THE END OF THE REPORTING PERIOD,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 18 – COMMITMENTS UNDER PFI / PPP CONTRACTS,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 2 – NOTES TO THE CASH FLOW STATEMENT,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 25 – RELATED PARTY TRANSACTIONS,1,0,0.0
Shetland-2017-2018,2017-2018,NOTE 3 – EXPENDITURE,2,0,0.0
Shetland-2017-2018,2017-2018,PENSION VALUES (AUDITED INFORMATION),6,6,1.0
Shetland-2017-2018,2017-2018,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,1,1,1.0
Shetland-2017-2018,2017-2018,PERFORMANCE REPORT,2,0,0.0
Shetland-2017-2018,2017-2018,PRIMARY CARE,3,3,1.0
Shetland-2017-2018,2017-2018,REVENUE RESOURCE LIMIT,1,1,1.0
Shetland-2017-2018,2017-2018,SHETLAND IJB,3,3,1.0
Shetland-2017-2018,2017-2018,SHORT-TERM EMPLOYEE BENEFITS,5,5,1.0
Shetland-2017-2018,2017-2018,STATEMENT OF CASHFLOWS,1,0,0.0
Shetland-2017-2018,2017-2018,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2017-2018,2017-2018,STRATEGY AND REDESIGN COMMITTEE,1,1,1.0
Shetland-2017-2018,2017-2018,SUMMARY OF RESOURCE OUTTURN,1,1,1.0
Shetland-2017-2018,2017-2018,THE PRESENTATION OF THE STATEMENT OF COMPREHENSIVE NET EXPENDITURE (SOCNE),3,3,1.0
Shetland-2017-2018,2017-2018,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2017-2018,2017-2018,UNSCHEDULED CARE,2,2,1.0
Shetland-2017-2018,2017-2018,Unknown,1,1,1.0
Shetland-2018-2019,2018-2019,(C) STAFF COSTS (AUDITED INFORMATION),6,6,1.0
Shetland-2018-2019,2018-2019,2018-19 HEALTH EXPENDITURE,1,1,1.0
Shetland-2018-2019,2018-2019,21C. RESTATED STATEMENT OF CASHFLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,26C. CONSOLIDATED STATEMENT OF CASHFLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,A) CREDIT RISK,1,1,1.0
Shetland-2018-2019,2018-2019,ACCOUNTABILITY REPORT,2,2,1.0
Shetland-2018-2019,2018-2019,ASSET CATEGORY,3,3,1.0
Shetland-2018-2019,2018-2019,ASSETS UNDER,1,0,0.0
Shetland-2018-2019,2018-2019,AUDIT COMMITTEE,2,2,1.0
Shetland-2018-2019,2018-2019,BASIS OF CONSOLIDATION,1,1,1.0
Shetland-2018-2019,2018-2019,CAPITAL RESOURCE LIMIT,1,1,1.0
Shetland-2018-2019,2018-2019,CLINICAL GOVERNANCE,1,1,1.0
Shetland-2018-2019,2018-2019,CONSOLIDATED STATEMENT OF CASH FLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2018-2019,2018-2019,CONSOLIDATED STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2018-2019,2018-2019,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2018-2019,2018-2019,DIRECTLY PROVIDED HEALTHCARE,2,2,1.0
Shetland-2018-2019,2018-2019,EXPENDITURE IS RECOGNISED IN THE STATEMENT OF COMPREHENSIVE NET EXPENDITURE EXCEPT,2,2,1.0
Shetland-2018-2019,2018-2019,FINANCIAL LIABILITIES,1,1,1.0
Shetland-2018-2019,2018-2019,GOVERNANCE STATEMENT,2,2,1.0
Shetland-2018-2019,2018-2019,GOVERNMENT FINANCIAL REPORTING MANUAL,1,1,1.0
Shetland-2018-2019,2018-2019,IMPLEMENTING COMPLIANCE MEASURES CONSISTENT WITH THE GENERAL DATA PROTECTION,2,2,1.0
Shetland-2018-2019,2018-2019,INFECTION CONTROL,2,2,1.0
Shetland-2018-2019,2018-2019,INTRA GROUP,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 1 - ACCOUNTING POLICIES,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 12 – TRADE AND OTHER PAYABLES,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 13 – PROVISIONS,2,0,0.0
Shetland-2018-2019,2018-2019,NOTE 16 – COMMITMENTS,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 18 – COMMITMENTS UNDER PFI / PPP CONTRACTS,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 2 – NOTES TO THE CASH FLOW STATEMENT,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 22 – FINANCIAL INSTRUMENTS,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 26 – CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST IN,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 3 – EXPENDITURE,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 4 – OPERATING INCOME,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 6 – INTANGIBLE ASSETS,1,0,0.0
Shetland-2018-2019,2018-2019,NOTE 7D ANALYSIS OF CAPITAL EXPENDITURE,3,0,0.0
Shetland-2018-2019,2018-2019,OF CASHFLOWS,1,0,0.0
Shetland-2018-2019,2018-2019,PENSION VALUES (AUDITED INFORMATION),1,1,1.0
Shetland-2018-2019,2018-2019,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,1,1,1.0
Shetland-2018-2019,2018-2019,PERFORMANCE ANALYSIS,2,2,1.0
Shetland-2018-2019,2018-2019,PERFORMANCE REPORT,1,0,0.0
Shetland-2018-2019,2018-2019,REAL INCREASE IN,2,2,1.0
Shetland-2018-2019,2018-2019,REMUNERATION AND STAFF REPORT,2,2,1.0
Shetland-2018-2019,2018-2019,REPATRIATION OF SERVICES TO SHETLAND,1,1,1.0
Shetland-2018-2019,2018-2019,RISK AND UNCERTAINTY,1,1,1.0
Shetland-2018-2019,2018-2019,ROLE OF THE AUDIT COMMITTEE AND INTERNAL AUDIT,1,1,1.0
Shetland-2018-2019,2018-2019,SHETLAND IJB,1,1,1.0
Shetland-2018-2019,2018-2019,SHORT-TERM EMPLOYEE BENEFITS,5,2,0.4
Shetland-2018-2019,2018-2019,STAFF REPORT,1,1,1.0
Shetland-2018-2019,2018-2019,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2018-2019,2018-2019,SUMMARY ANALYSIS OF CLINICAL KEY PERFORMANCE STATISTICS,1,1,1.0
Shetland-2018-2019,2018-2019,SUMMARY OF RESOURCE OUTTURN,1,1,1.0
Shetland-2018-2019,2018-2019,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2018-2019,2018-2019,UNSCHEDULED CARE,3,3,1.0
Shetland-2018-2019,2018-2019,Unknown,2,1,0.5
Shetland-2019-2020,2019-2020,(C) STAFF COSTS (AUDITED INFORMATION),6,6,1.0
Shetland-2019-2020,2019-2020,110 QUEEN STREET,1,1,1.0
Shetland-2019-2020,2019-2020,2018-19 EXPENDITURE ANALYSIS,2,2,1.0
Shetland-2019-2020,2019-2020,A) CREDIT RISK,1,1,1.0
Shetland-2019-2020,2019-2020,ACCIDENT AND EMERGENCY DEPARTMENT,1,1,1.0
Shetland-2019-2020,2019-2020,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2019-2020,2019-2020,ACCOUNTING CONVENTION,5,5,1.0
Shetland-2019-2020,2019-2020,ASSETS UNDER,4,0,0.0
Shetland-2019-2020,2019-2020,CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE,2,2,1.0
Shetland-2019-2020,2019-2020,CONSOLIDATED STATEMENT OF CASH FLOWS,1,1,1.0
Shetland-2019-2020,2019-2020,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2019-2020,2019-2020,CONSOLIDATED STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2019-2020,2019-2020,COUNTER FRAUD SERVICES,1,1,1.0
Shetland-2019-2020,2019-2020,DIRECTLY PROVIDED HEALTHCARE,3,3,1.0
Shetland-2019-2020,2019-2020,FAIR PAY DISCLOSURE (AUDITED INFORMATION),2,2,1.0
Shetland-2019-2020,2019-2020,FINANCIAL LIABILITIES,1,1,1.0
Shetland-2019-2020,2019-2020,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2019-2020,2019-2020,HEALTH AND SOCIAL CARE PARTNERSHIP AGREEMENT ON THE LOCAL JOINT STRATEGIC COMMISSIONING,1,1,1.0
Shetland-2019-2020,2019-2020,IAN SANDILANDS,1,1,1.0
Shetland-2019-2020,2019-2020,MANAGEMENT TRAINING AND DATIX (INCIDENT REPORTING AND RISK MANAGEMENT SYSTEM),3,0,0.0
Shetland-2019-2020,2019-2020,MICHAEL DICKSON,1,1,1.0
Shetland-2019-2020,2019-2020,NOTE 1 - ACCOUNTING POLICIES,2,0,0.0
Shetland-2019-2020,2019-2020,NOTE 12 – TRADE AND OTHER PAYABLES,1,0,0.0
Shetland-2019-2020,2019-2020,NOTE 13 – PROVISIONS,2,0,0.0
Shetland-2019-2020,2019-2020,NOTE 16 – COMMITMENTS,1,0,0.0
Shetland-2019-2020,2019-2020,NOTE 18 – COMMITMENTS UNDER PFI / PPP CONTRACTS,1,0,0.0
Shetland-2019-2020,2019-2020,NOTE 22 – FINANCIAL INSTRUMENTS,1,0,0.0
Shetland-2019-2020,2019-2020,NOTE 25 – THIRD PARTY ASSETS,4,0,0.0
Shetland-2019-2020,2019-2020,NOTE 3 – EXPENDITURE,1,0,0.0
Shetland-2019-2020,2019-2020,NOTE 4 – OPERATING INCOME,1,0,0.0
Shetland-2019-2020,2019-2020,NOTE 6 – INTANGIBLE ASSETS,1,0,0.0
Shetland-2019-2020,2019-2020,PENSION COSTS,5,5,1.0
Shetland-2019-2020,2019-2020,PENSION VALUES (AUDITED INFORMATION),3,3,1.0
Shetland-2019-2020,2019-2020,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,1,1,1.0
Shetland-2019-2020,2019-2020,PERFORMANCE ANALYSIS,1,1,1.0
Shetland-2019-2020,2019-2020,PERFORMANCE REPORT,1,1,1.0
Shetland-2019-2020,2019-2020,REMUNERATION AND STAFF REPORT,2,2,1.0
Shetland-2019-2020,2019-2020,REPATRIATION OF SERVICES TO SHETLAND,1,1,1.0
Shetland-2019-2020,2019-2020,REVENUE RESOURCE LIMIT,1,1,1.0
Shetland-2019-2020,2019-2020,REVIEW OF EFFECTIVENESS,1,1,1.0
Shetland-2019-2020,2019-2020,RISK AND UNCERTAINTY,1,1,1.0
Shetland-2019-2020,2019-2020,RISK DESCRIPTION,2,2,1.0
Shetland-2019-2020,2019-2020,ROYAL INSTITUTION OF CHARTERED SURVEYORS,2,2,1.0
Shetland-2019-2020,2019-2020,SIGNIFICANT GOVERNANCE ISSUES,1,1,1.0
Shetland-2019-2020,2019-2020,STAFF GOVERNANCE,1,1,1.0
Shetland-2019-2020,2019-2020,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2019-2020,2019-2020,STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2019-2020,2019-2020,SUMMARY ANALYSIS OF CLINICAL KEY PERFORMANCE STATISTICS,3,3,1.0
Shetland-2019-2020,2019-2020,SUMMARY ANALYSIS OF OTHER NON-FINANCIAL INDICATORS,3,2,0.6666666666666666
Shetland-2019-2020,2019-2020,SUMMARY OF RESOURCE OUTTURN,1,1,1.0
Shetland-2019-2020,2019-2020,SUSTAINABILITY AND ENVIRONMENTAL REPORTING,2,2,1.0
Shetland-2019-2020,2019-2020,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2019-2020,2019-2020,Unknown,2,1,0.5
Shetland-2020-2021,2020-2021,A) CREDIT RISK,2,2,1.0
Shetland-2020-2021,2020-2021,ACCOUNTABILITY REPORT,6,6,1.0
Shetland-2020-2021,2020-2021,AUTHORISED BUT NOT CONTRACTED,2,0,0.0
Shetland-2020-2021,2020-2021,BEST VALUE,3,0,0.0
Shetland-2020-2021,2020-2021,BUILDINGS DWELLINGS,5,2,0.4
Shetland-2020-2021,2020-2021,CAROL COLLIGAN,2,2,1.0
Shetland-2020-2021,2020-2021,CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE (CCPGC),1,1,1.0
Shetland-2020-2021,2020-2021,COMPLIANCE NATIONAL TARGET,1,1,1.0
Shetland-2020-2021,2020-2021,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2020-2021,2020-2021,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY—PRIOR,2,2,1.0
Shetland-2020-2021,2020-2021,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2021,4,4,1.0
Shetland-2020-2021,2020-2021,COUNTER FRAUD SERVICES,1,1,1.0
Shetland-2020-2021,2020-2021,COVID-19 RISK ISSUE,1,1,1.0
Shetland-2020-2021,2020-2021,DELAYED DISCHARGES,1,1,1.0
Shetland-2020-2021,2020-2021,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2020-2021,2020-2021,DIRECTLY PROVIDED HEALTHCARE,1,1,1.0
Shetland-2020-2021,2020-2021,DONATED ASSETS,2,2,1.0
Shetland-2020-2021,2020-2021,ENDOWMENT COMMITTEE,1,1,1.0
Shetland-2020-2021,2020-2021,ENDOWMENT SHETLAND,1,1,1.0
Shetland-2020-2021,2020-2021,ENDOWMENT SHETLAND IJB CONSOLIDATED,2,2,1.0
Shetland-2020-2021,2020-2021,ENVELOPE ID: 1AB19955EB3E4D7993219538B5ACD82E,1,1,1.0
Shetland-2020-2021,2020-2021,EXPENDITURE IS RECOGNISED IN THE STATEMENT OF COMPREHENSIVE NET EXPENDITURE,3,3,1.0
Shetland-2020-2021,2020-2021,FIGURE 1—MAP OF SHETLAND,1,1,1.0
Shetland-2020-2021,2020-2021,FINANCIAL INSTRUMENTS,5,5,1.0
Shetland-2020-2021,2020-2021,GOVERNANCE STATEMENT,3,3,1.0
Shetland-2020-2021,2020-2021,HIGHEST EARNING DIRECTOR’S,3,3,1.0
Shetland-2020-2021,2020-2021,INFECTION CONTROL,2,1,0.5
Shetland-2020-2021,2020-2021,INTANGIBLE ASSETS,1,1,1.0
Shetland-2020-2021,2020-2021,INTRA GROUP,9,9,1.0
Shetland-2020-2021,2020-2021,LIABILITIES AT FAIR,2,2,1.0
Shetland-2020-2021,2020-2021,MEDICAL LEGAL,5,3,0.6
Shetland-2020-2021,2020-2021,NARRATIVE EXPLANATION,3,3,1.0
Shetland-2020-2021,2020-2021,NON-EXECUTIVE MEMBERS,1,1,1.0
Shetland-2020-2021,2020-2021,NOTE 12—TRADE AND OTHER PAYABLES,2,0,0.0
Shetland-2020-2021,2020-2021,NOTE 19—FINANCIAL INSTRUMENTS,4,0,0.0
Shetland-2020-2021,2020-2021,NOTE 1—ACCOUNTING POLICIES,4,0,0.0
Shetland-2020-2021,2020-2021,NOTE 21—CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST,1,0,0.0
Shetland-2020-2021,2020-2021,NOTE 2—NOTES TO THE CASH FLOW STATEMENT,4,0,0.0
Shetland-2020-2021,2020-2021,NOTE 4—OPERATING INCOME,1,0,0.0
Shetland-2020-2021,2020-2021,NOTE 5—SEGMENTAL ANALYSIS,1,0,0.0
Shetland-2020-2021,2020-2021,NOTE 6—INTANGIBLE ASSETS,1,0,0.0
Shetland-2020-2021,2020-2021,NOTE 7C—ANALYSIS OF CAPITAL EXPENDITURE,1,0,0.0
Shetland-2020-2021,2020-2021,NOTE 8—INVENTORIES AND WORK IN PROGRESS,5,0,0.0
Shetland-2020-2021,2020-2021,OFF PAYROLL ENGAGEMENT (UNAUDITED INFORMATION),1,1,1.0
Shetland-2020-2021,2020-2021,PENSION COSTS,1,1,1.0
Shetland-2020-2021,2020-2021,PERFORMANCE ANALYSIS REPORT,4,4,1.0
Shetland-2020-2021,2020-2021,PERFORMANCE OVERVIEW REPORT,3,3,1.0
Shetland-2020-2021,2020-2021,POSITION HELD,1,1,1.0
Shetland-2020-2021,2020-2021,RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2020-2021,2020-2021,REMUNERATION AND STAFF REPORT,15,15,1.0
Shetland-2020-2021,2020-2021,REMUNERATION COMMITTEE,2,2,1.0
Shetland-2020-2021,2020-2021,RISK DESCRIPTION,2,2,1.0
Shetland-2020-2021,2020-2021,SECTION 5—PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,1,1,1.0
Shetland-2020-2021,2020-2021,SECTION 7—PAYMENT POLICY,1,1,1.0
