doc_id,year,section_title,total_pages_in_section,unknown_subsection_pages,unknown_subsection_rate
Grampian-2020-2021,2020-2021,SUMMARY OF CORE REVENUE RESOURCE OUTTURN,1,1,1.0
Grampian-2020-2021,2020-2021,THE 1995 SECTION,1,1,1.0
Grampian-2020-2021,2020-2021,USEFUL LIFE,1,1,1.0
Grampian-2020-2021,2020-2021,PERFORMANCE REPORT,30,29,0.9666666666666668
Grampian-2020-2021,2020-2021,ACCOUNTABILITY REPORT,40,35,0.875
Grampian-2020-2021,2020-2021,18) CLINICAL AND MEDICAL NEGLIGENCE COSTS,2,1,0.5
Grampian-2020-2021,2020-2021,SUB TOTAL,2,0,0.0
Grampian-2021-2022,2021-2022,10) DONATED ASSETS,1,1,1.0
Grampian-2021-2022,2021-2022,12(D) HUB SCHEMES,1,1,1.0
Grampian-2021-2022,2021-2022,16) LOSSES AND SPECIAL PAYMENTS,1,1,1.0
Grampian-2021-2022,2021-2022,2B NOTES TO THE CASH FLOW STATEMENT,1,1,1.0
Grampian-2021-2022,2021-2022,3) RETROSPECTIVE RESTATEMENTS,1,1,1.0
Grampian-2021-2022,2021-2022,7D. ANALYSIS OF CAPITAL EXPENDITURE,1,1,1.0
Grampian-2021-2022,2021-2022,8 (C) AMORTISATION,1,1,1.0
Grampian-2021-2022,2021-2022,A FINANCIAL INSTRUMENTS BY CATEGORY,1,1,1.0
Grampian-2021-2022,2021-2022,A) CORPORATE GOVERNANCE REPORT,1,1,1.0
Grampian-2021-2022,2021-2022,ACCOUNTING POLICIES & ESTIMATES,1,1,1.0
Grampian-2021-2022,2021-2022,ASSETS HELD FOR SALE - CONSOLIDATED,1,1,1.0
Grampian-2021-2022,2021-2022,ASSETS UNDER,2,2,1.0
Grampian-2021-2022,2021-2022,AT 1 APRIL,1,1,1.0
Grampian-2021-2022,2021-2022,B) FINANCIAL RISK FACTORS,1,1,1.0
Grampian-2021-2022,2021-2022,B) FINANCIAL RISK FACTORS -,1,1,1.0
Grampian-2021-2022,2021-2022,CHARITABLE ENDOWMENT FUNDS,4,4,1.0
Grampian-2021-2022,2021-2022,CONSOLIDATED STATEMENT OF COMPREHENSIVE NET EXPENDITURE (SOCNE) FOR THE FINANCIAL,1,1,1.0
Grampian-2021-2022,2021-2022,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2021,1,1,1.0
Grampian-2021-2022,2021-2022,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2022,1,1,1.0
Grampian-2021-2022,2021-2022,CONTINGENT LIABILITIES*,1,1,1.0
Grampian-2021-2022,2021-2022,CORPORATE GOVERNANCE,1,1,1.0
Grampian-2021-2022,2021-2022,DIRECTIONS BY THE SCOTTISH MINISTERS,1,1,1.0
Grampian-2021-2022,2021-2022,ENDOWMENT FUNDS GROUP,1,1,1.0
Grampian-2021-2022,2021-2022,INCOME FROM SCOTTISH GOVERNMENT,1,1,1.0
Grampian-2021-2022,2021-2022,INTEGRATION JOINT BOARDS (IJBS),1,1,1.0
Grampian-2021-2022,2021-2022,INTRA GROUP,6,6,1.0
Grampian-2021-2022,2021-2022,MEDICAL AND DENTAL,1,1,1.0
Grampian-2021-2022,2021-2022,MENTAL HEALTH &,1,1,1.0
Grampian-2021-2022,2021-2022,OPERATING LEASES,1,1,1.0
Grampian-2021-2022,2021-2022,PERFORMANCE REPORT,35,35,1.0
Grampian-2021-2022,2021-2022,REPORT AND GOVERNANCE STATEMENT,1,1,1.0
Grampian-2021-2022,2021-2022,ROYAL CORNHILL HOSPITAL LIGATURE REDUCTION,1,1,1.0
Grampian-2021-2022,2021-2022,SUMMARY OF CORE REVENUE RESOURCE OUTTURN,1,1,1.0
Grampian-2021-2022,2021-2022,SUMMERFIELD HOUSE,1,1,1.0
Grampian-2021-2022,2021-2022,THE 1995 SECTION,1,1,1.0
Grampian-2021-2022,2021-2022,USEFUL LIFE,1,1,1.0
Grampian-2021-2022,2021-2022,ACCOUNTABILITY REPORT,43,38,0.8837209302325582
Grampian-2021-2022,2021-2022,18) CLINICAL AND MEDICAL NEGLIGENCE COSTS,2,1,0.5
Grampian-2021-2022,2021-2022,DRAFT V4,1,0,0.0
Grampian-2021-2022,2021-2022,SUB TOTAL,2,0,0.0
Grampian-2022-2023,2022-2023,DIRECTIONS BY THE SCOTTISH MINISTERS,2,2,1.0
Grampian-2022-2023,2022-2023,FINANCIAL STATEMENTS,67,65,0.9701492537313432
Grampian-2022-2023,2022-2023,PERFORMANCE REPORT,33,1,0.0303030303030303
Grampian-2022-2023,2022-2023,ACCOUNTABILITY REPORT,46,0,0.0
Grampian-2023-2024,2023-2024,DIRECTIONS BY THE SCOTTISH MINISTERS,2,2,1.0
Grampian-2023-2024,2023-2024,HIGHER PAID EMPLOYEES REMUNERATION,1,1,1.0
Grampian-2023-2024,2023-2024,SCOTTISH PARLIAMENT,1,1,1.0
Grampian-2023-2024,2023-2024,STAFF NUMBERS AND COSTS,1,1,1.0
Grampian-2023-2024,2023-2024,STAFF REPORT,1,1,1.0
Grampian-2023-2024,2023-2024,THE TRADE UNION (FACILITY TIME PUBLICATION REQUIREMENTS) REGULATIONS 2017 REQUIREMENT,1,1,1.0
Grampian-2023-2024,2023-2024,FINANCIAL STATEMENTS,66,65,0.9848484848484848
Grampian-2023-2024,2023-2024,PERFORMANCE REPORT,37,1,0.027027027027027
Grampian-2023-2024,2023-2024,ACCOUNTABILITY REPORT,40,0,0.0
Grampian-2024-2025,2024-2025,DIRECTIONS BY THE SCOTTISH MINISTERS,2,2,1.0
Grampian-2024-2025,2024-2025,SCOTTISH PARLIAMENT,1,1,1.0
Grampian-2024-2025,2024-2025,FINANCIAL STATEMENTS,68,67,0.9852941176470588
Grampian-2024-2025,2024-2025,PERFORMANCE REPORT,46,2,0.0434782608695652
Grampian-2024-2025,2024-2025,ACCOUNTABILITY REPORT,51,0,0.0
Shetland-2015-2016,2015-2016,(A) FINANCIAL INSTRUMENTS BY CATEGORY,1,1,1.0
Shetland-2015-2016,2015-2016,11 (C) -ASSETS HELD FOR SALE,1,1,1.0
Shetland-2015-2016,2015-2016,2 (A) PAY COSTS,1,1,1.0
Shetland-2015-2016,2015-2016,2 (B) HIGHER PAID EMPLOYEES REMUNERATION,1,1,1.0
Shetland-2015-2016,2015-2016,2014 £2014 2015 2015 2016 2016,1,1,1.0
Shetland-2015-2016,2015-2016,33 (B) CONSOLIDATED GROUP BALANCE SHEET,1,1,1.0
Shetland-2015-2016,2015-2016,33 (C) CONSOLIDATED STATEMENT OF CASHFLOWS:,1,1,1.0
Shetland-2015-2016,2015-2016,60 AS AT PENSION AT,1,1,1.0
Shetland-2015-2016,2015-2016,9. ANALYSIS OF CAPITAL EXPENDITURE,1,1,1.0
Shetland-2015-2016,2015-2016,AT 1 APRIL 2015,1,1,1.0
Shetland-2015-2016,2015-2016,AT I APRIL 2014,1,1,1.0
Shetland-2015-2016,2015-2016,CAPITAL RESOURCE LIMIT _,1,1,1.0
Shetland-2015-2016,2015-2016,CONSOLIDATED BALANCE SHEET -,1,1,1.0
Shetland-2015-2016,2015-2016,E COMMUNITY HEALTH PARTNERSHIP COMMITTEE (COMMITTEE CEASED AT 31 MARCH 2016),1,1,1.0
Shetland-2015-2016,2015-2016,FINANCIAL LIABILITIES,1,1,1.0
Shetland-2015-2016,2015-2016,GENERAL REVALUATION OTHER HELD ON — TOTAL,1,1,1.0
Shetland-2015-2016,2015-2016,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2015-2016,2015-2016,HIGHEST EARNING DIRECTOR’S —§{ 150-155 |-HI ING DIRECTOR’,1,1,1.0
Shetland-2015-2016,2015-2016,HOSPITAL AND COMMUNITY HEALTH SERVICES INCOME,1,1,1.0
Shetland-2015-2016,2015-2016,ICT CONSULTANC 6890| I,1,1,1.0
Shetland-2015-2016,2015-2016,MENTAL HEALTH,1,1,1.0
Shetland-2015-2016,2015-2016,NOTE 1 - ACCOUNTING POLICIES,1,1,1.0
Shetland-2015-2016,2015-2016,OPERATING LEASES,1,1,1.0
Shetland-2015-2016,2015-2016,PENSION VALUES (AUDITED INFORMATION) |,1,1,1.0
Shetland-2015-2016,2015-2016,PENSIONS CLINICAL,1,1,1.0
Shetland-2015-2016,2015-2016,PERFORMANCE REPORT,2,2,1.0
Shetland-2015-2016,2015-2016,PERMANENT STAFF,1,1,1.0
Shetland-2015-2016,2015-2016,PRIMARY MEDICAL SERVICES,1,1,1.0
Shetland-2015-2016,2015-2016,REMUNERATION TABLE (AUDITED INFORMATION),1,1,1.0
Shetland-2015-2016,2015-2016,REMUNERATION TABLE (AUDITED INFORMATION) A,1,1,1.0
Shetland-2015-2016,2015-2016,STAFF GOVERNANCE,1,1,1.0
Shetland-2015-2016,2015-2016,STATEMENT OF CONSOLIDATED CASHFLOWS,1,1,1.0
Shetland-2015-2016,2015-2016,STATEMENT OF CONSOLIDATED CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2015-2016,2015-2016,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2015-2016,2015-2016,SUMMARY OF CORE REVENUE RESOURCE OUTTURN,1,1,1.0
Shetland-2015-2016,2015-2016,THE SCOTTISH GOVERNMENT HEALTH AND SOCIAL CARE DIRECTORATE CONTINUE TO SET THREE FINANCIAL,1,1,1.0
Shetland-2015-2016,2015-2016,TRANSPORT PLANT &,1,1,1.0
Shetland-2015-2016,2015-2016,WAITING TIMES TARGETS — SECONDARY CARE,1,1,1.0
Shetland-2015-2016,2015-2016,ACCOUNTABILITY REPORT,2,1,0.5
Shetland-2015-2016,2015-2016,ACCOUNTING CONVENTION,2,1,0.5
Shetland-2015-2016,2015-2016,PATIENT FOCUS/PUBLIC INVOLVEMENT STEERING GROUP,2,1,0.5
Shetland-2015-2016,2015-2016,2014 2014 2015 2015 2016 2016,1,0,0.0
Shetland-2015-2016,2015-2016,33 (A) CONSOLIDATED STATEMENT OF COMPREHENSIVE NET EXPENDITURE,1,0,0.0
Shetland-2015-2016,2015-2016,AUDIT REPORT,1,0,0.0
Shetland-2016-2017,2016-2017,(6) US DOLLARS,1,1,1.0
Shetland-2016-2017,2016-2017,-ISLANDS HEALTH AND SOCIAL CARE PARTNERSHIP (1JB) AGREEMENT ON THE LOCAL JOINT STRATEGIC,1,1,1.0
Shetland-2016-2017,2016-2017,14 1,1,1,1.0
Shetland-2016-2017,2016-2017,2016 2017 2017,1,1,1.0
Shetland-2016-2017,2016-2017,26C. RESTATED CASH FLOW STATEMENT,1,1,1.0
Shetland-2016-2017,2016-2017,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2016-2017,2016-2017,AT 1ST APRIL 2015,1,1,1.0
Shetland-2016-2017,2016-2017,AUDIT REPORT,1,1,1.0
Shetland-2016-2017,2016-2017,CAPITAL RESOURCE LIMIT,1,1,1.0
Shetland-2016-2017,2016-2017,CLINICAL AND MEDICAL,1,1,1.0
Shetland-2016-2017,2016-2017,CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE,1,1,1.0
Shetland-2016-2017,2016-2017,CONSOLIDATED BALANCE SHEET,1,1,1.0
Shetland-2016-2017,2016-2017,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2016-2017,2016-2017,E COMMUNITY HEALTH AND SOCIAL CARE SERVICES,1,1,1.0
Shetland-2016-2017,2016-2017,EACH RMG AND THE CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE RECEIVES QUARTERLY,1,1,1.0
Shetland-2016-2017,2016-2017,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2016-2017,2016-2017,HIGHEST EARNING DIRECTOR'S TOTAL 125-130 | HIGHEST EARNING DIRECTOR'S TOTAL 150-155,1,1,1.0
Shetland-2016-2017,2016-2017,INFECTION CONTROL,1,1,1.0
Shetland-2016-2017,2016-2017,INFORMATION GOVERNANCE,1,1,1.0
Shetland-2016-2017,2016-2017,KEITH MASSEY [UNTIL 0-5,1,1,1.0
Shetland-2016-2017,2016-2017,MALE FEMALE | PREFER | TOTAL MALE FEMALE | PREFER | TOTAL,1,1,1.0
Shetland-2016-2017,2016-2017,NET OPERATING COSTS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 1 - ACCOUNTING POLICIES,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 13 - TRADE AND OTHER RECEIVABLES,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 16 - TRADE AND OTHER PAYABLES,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 18 —- MOVEMENT ON WORKING CAPITAL BALANCES,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 2 — STAFF COSTS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 21 - COMMITMENTS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 23 —- COMMITMENTS UNDER PFI CONTRACTS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 27 - FINANCIAL INSTRUMENTS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 29 —- RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 31 - THIRD PARTY ASSETS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 33(B) —- CONSOLIDATED GROUP BALANCE SHEET,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 33(C) -— CONSOLIDATED STATEMENT OF CASHFLOWS,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 5 — FAMILY HEALTH SERVICE EXPENDITURE,1,1,1.0
Shetland-2016-2017,2016-2017,NOTE 8 - OPERATING INCOME,1,1,1.0
Shetland-2016-2017,2016-2017,OQ NON CORE CAPITAL RESOURCE LIMIT 0,1,1,1.0
Shetland-2016-2017,2016-2017,PENSION VALUES (AUDITED,1,1,1.0
Shetland-2016-2017,2016-2017,PENSION VALUES (AUDITED INFORMATION,1,1,1.0
Shetland-2016-2017,2016-2017,PENSIONS AND CLINICAL PARTICIPATION OTHER 2016,1,1,1.0
Shetland-2016-2017,2016-2017,PENSIONS AND CLINICAL PARTICIPATION OTHER 2017,1,1,1.0
Shetland-2016-2017,2016-2017,PRIMARY CARE,1,1,1.0
Shetland-2016-2017,2016-2017,REMOVE ENDOWMENT EXPENDITURE,1,1,1.0
Shetland-2016-2017,2016-2017,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2016-2017,2016-2017,REMUNERATION COMMITTEE,1,1,1.0
Shetland-2016-2017,2016-2017,REMUNERATION TABLE (AUDITED INFORMATION,1,1,1.0
Shetland-2016-2017,2016-2017,STATEMENT OF CONSOLIDATED CASHFLOWS,1,1,1.0
Shetland-2016-2017,2016-2017,STATEMENT OF CONSOLIDATED CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2016-2017,2016-2017,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,2,2,1.0
Shetland-2016-2017,2016-2017,THE SCOTTISH GOVERNMENT HEALTH AND SOCIAL CARE DIRECTORATE CONTINUE TO SET THREE FINANCIAL,1,1,1.0
Shetland-2016-2017,2016-2017,TRANSPORT PLANT & TOTAL,1,1,1.0
Shetland-2016-2017,2016-2017,UNDER (EXCLUDING EQUIPMENT MACHINERY TECHNOLOGY ®& FITTINGS CONSTRUCTION,1,1,1.0
Shetland-2016-2017,2016-2017,WAITING TIMES TARGETS — SECONDARY CARE,1,1,1.0
Shetland-2016-2017,2016-2017,PERFORMANCE REPORT,2,0,0.0
Shetland-2016-2017,2016-2017,THE STATEMENT OF ACCOUNTING OFFICER’S RESPONSIBILITIES,1,0,0.0
Shetland-2016-2017,2016-2017,£’'000 STAFF COSTS,1,0,0.0
Shetland-2017-2018,2017-2018,A) CREDIT RISK,1,1,1.0
Shetland-2017-2018,2017-2018,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2017-2018,2017-2018,ASSET CATEGORY,1,1,1.0
Shetland-2017-2018,2017-2018,AT 1 APRIL 2016,1,1,1.0
Shetland-2017-2018,2017-2018,BALANCE OF CARE,1,1,1.0
Shetland-2017-2018,2017-2018,BEST VALUE,1,1,1.0
Shetland-2017-2018,2017-2018,CAPITAL RESOURCE LIMIT,1,1,1.0
Shetland-2017-2018,2017-2018,CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE,1,1,1.0
Shetland-2017-2018,2017-2018,CONSOLIDATED STATEMENT OF CASH FLOWS,1,1,1.0
Shetland-2017-2018,2017-2018,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2017-2018,2017-2018,CONSOLIDATED STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2017-2018,2017-2018,COUNTER FRAUD SERVICES,1,1,1.0
Shetland-2017-2018,2017-2018,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2017-2018,2017-2018,EACH RMG AND THE CLINICAL CARE AND PROFESSIONAL GOVERNANCE COMMITTEE RECEIVES QUARTERLY,1,1,1.0
Shetland-2017-2018,2017-2018,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2017-2018,2017-2018,HEAD COUNT OF STAFF,1,1,1.0
Shetland-2017-2018,2017-2018,HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AND SHETLAND ISLANDS COUNCIL (SIC) ON A,1,1,1.0
Shetland-2017-2018,2017-2018,ISLANDS HEALTH AND SOCIAL CARE PARTNERSHIP (IJB) AGREEMENT ON THE LOCAL JOINT STRATEGIC,1,1,1.0
Shetland-2017-2018,2017-2018,LAND BUILDINGS DWELLINGS TRANS,1,1,1.0
Shetland-2017-2018,2017-2018,MEDICAL LEGAL,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 1 - ACCOUNTING POLICIES,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 12 – TRADE AND OTHER PAYABLES,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 13 – PROVISIONS,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 15 –EVENTS AFTER THE END OF THE REPORTING PERIOD,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 18 – COMMITMENTS UNDER PFI / PPP CONTRACTS,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 2 – NOTES TO THE CASH FLOW STATEMENT,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 25 – RELATED PARTY TRANSACTIONS,1,1,1.0
Shetland-2017-2018,2017-2018,NOTE 3 – EXPENDITURE,1,1,1.0
Shetland-2017-2018,2017-2018,PENSION VALUES (AUDITED INFORMATION),2,2,1.0
Shetland-2017-2018,2017-2018,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,1,1,1.0
Shetland-2017-2018,2017-2018,PRIMARY CARE,1,1,1.0
Shetland-2017-2018,2017-2018,REVENUE RESOURCE LIMIT,1,1,1.0
Shetland-2017-2018,2017-2018,SHETLAND IJB,3,3,1.0
Shetland-2017-2018,2017-2018,SHORT-TERM EMPLOYEE BENEFITS,1,1,1.0
Shetland-2017-2018,2017-2018,STATEMENT OF CASHFLOWS,1,1,1.0
Shetland-2017-2018,2017-2018,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2017-2018,2017-2018,STRATEGY AND REDESIGN COMMITTEE,1,1,1.0
Shetland-2017-2018,2017-2018,SUMMARY OF RESOURCE OUTTURN,1,1,1.0
Shetland-2017-2018,2017-2018,THE PRESENTATION OF THE STATEMENT OF COMPREHENSIVE NET EXPENDITURE (SOCNE),1,1,1.0
Shetland-2017-2018,2017-2018,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2017-2018,2017-2018,UNSCHEDULED CARE,1,1,1.0
Shetland-2017-2018,2017-2018,PERFORMANCE REPORT,1,0,0.0
Shetland-2018-2019,2018-2019,(C) STAFF COSTS (AUDITED INFORMATION),1,1,1.0
Shetland-2018-2019,2018-2019,2018-19 HEALTH EXPENDITURE,1,1,1.0
Shetland-2018-2019,2018-2019,21C. RESTATED STATEMENT OF CASHFLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,26C. CONSOLIDATED STATEMENT OF CASHFLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,A) CREDIT RISK,1,1,1.0
Shetland-2018-2019,2018-2019,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2018-2019,2018-2019,ASSET CATEGORY,1,1,1.0
Shetland-2018-2019,2018-2019,ASSETS UNDER,1,1,1.0
Shetland-2018-2019,2018-2019,AUDIT COMMITTEE,1,1,1.0
Shetland-2018-2019,2018-2019,BASIS OF CONSOLIDATION,1,1,1.0
Shetland-2018-2019,2018-2019,CAPITAL RESOURCE LIMIT,1,1,1.0
Shetland-2018-2019,2018-2019,CLINICAL GOVERNANCE,1,1,1.0
Shetland-2018-2019,2018-2019,CONSOLIDATED STATEMENT OF CASH FLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY,1,1,1.0
Shetland-2018-2019,2018-2019,CONSOLIDATED STATEMENT OF FINANCIAL POSITION,1,1,1.0
Shetland-2018-2019,2018-2019,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
Shetland-2018-2019,2018-2019,DIRECTLY PROVIDED HEALTHCARE,1,1,1.0
Shetland-2018-2019,2018-2019,EXPENDITURE IS RECOGNISED IN THE STATEMENT OF COMPREHENSIVE NET EXPENDITURE EXCEPT,1,1,1.0
Shetland-2018-2019,2018-2019,FINANCIAL LIABILITIES,1,1,1.0
Shetland-2018-2019,2018-2019,GOVERNANCE STATEMENT,1,1,1.0
Shetland-2018-2019,2018-2019,GOVERNMENT FINANCIAL REPORTING MANUAL,1,1,1.0
Shetland-2018-2019,2018-2019,IMPLEMENTING COMPLIANCE MEASURES CONSISTENT WITH THE GENERAL DATA PROTECTION,1,1,1.0
Shetland-2018-2019,2018-2019,INFECTION CONTROL,1,1,1.0
Shetland-2018-2019,2018-2019,INTRA GROUP,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 1 - ACCOUNTING POLICIES,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 12 – TRADE AND OTHER PAYABLES,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 13 – PROVISIONS,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 16 – COMMITMENTS,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 18 – COMMITMENTS UNDER PFI / PPP CONTRACTS,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 2 – NOTES TO THE CASH FLOW STATEMENT,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 22 – FINANCIAL INSTRUMENTS,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 26 – CONSOLIDATION OF SUBSIDIARIES AND DISCLOSURE OF INTEREST IN,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 3 – EXPENDITURE,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 4 – OPERATING INCOME,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 6 – INTANGIBLE ASSETS,1,1,1.0
Shetland-2018-2019,2018-2019,NOTE 7D ANALYSIS OF CAPITAL EXPENDITURE,1,1,1.0
Shetland-2018-2019,2018-2019,OF CASHFLOWS,1,1,1.0
Shetland-2018-2019,2018-2019,PENSION VALUES (AUDITED INFORMATION),1,1,1.0
Shetland-2018-2019,2018-2019,PERFORMANCE AGAINST KEY NON-FINANCIAL TARGETS,1,1,1.0
Shetland-2018-2019,2018-2019,PERFORMANCE ANALYSIS,1,1,1.0
Shetland-2018-2019,2018-2019,REAL INCREASE IN,1,1,1.0
Shetland-2018-2019,2018-2019,REMUNERATION AND STAFF REPORT,1,1,1.0
Shetland-2018-2019,2018-2019,REPATRIATION OF SERVICES TO SHETLAND,1,1,1.0
Shetland-2018-2019,2018-2019,RISK AND UNCERTAINTY,1,1,1.0
Shetland-2018-2019,2018-2019,ROLE OF THE AUDIT COMMITTEE AND INTERNAL AUDIT,1,1,1.0
Shetland-2018-2019,2018-2019,SHETLAND IJB,1,1,1.0
Shetland-2018-2019,2018-2019,STAFF REPORT,1,1,1.0
Shetland-2018-2019,2018-2019,STATEMENT OF CONSOLIDATED COMPREHENSIVE NET EXPENDITURE,1,1,1.0
Shetland-2018-2019,2018-2019,SUMMARY ANALYSIS OF CLINICAL KEY PERFORMANCE STATISTICS,1,1,1.0
Shetland-2018-2019,2018-2019,SUMMARY OF RESOURCE OUTTURN,1,1,1.0
Shetland-2018-2019,2018-2019,THE STATEMENT OF ACCOUNTABLE OFFICER’S RESPONSIBILITIES,1,1,1.0
Shetland-2018-2019,2018-2019,UNSCHEDULED CARE,1,1,1.0
Shetland-2018-2019,2018-2019,SHORT-TERM EMPLOYEE BENEFITS,2,1,0.5
Shetland-2018-2019,2018-2019,PERFORMANCE REPORT,1,0,0.0
Shetland-2019-2020,2019-2020,DOCUSIGN ENVELOPE ID: F0BC6E6F-FA68-45D9-A57B-4B1C1EE7595E,91,87,0.956043956043956
Shetland-2020-2021,2020-2021,CERTIFICATE OF COMPLETION,1,1,1.0
Shetland-2020-2021,2020-2021,WITNESS EVENTS,1,1,1.0
Shetland-2020-2021,2020-2021,DOCUSIGN ENVELOPE ID: 1AB19955-EB3E-4D79-9321-9538B5ACD82E,154,152,0.987012987012987
Shetland-2021-2022,2021-2022,CERTIFICATE OF COMPLETION,1,1,1.0
Shetland-2021-2022,2021-2022,CERTIFIED DELIVERY EVENTS,1,1,1.0
Shetland-2021-2022,2021-2022,DOCUSIGN ENVELOPE ID: 56BECE47-FAF3-4898-A7B9-C952402F6FF4,163,158,0.9693251533742332
Shetland-2022-2023,2022-2023,1 APRIL 2015 TO EXTEND THE RETIREMENT AGE TO THE STATE PENSION AGE AND TO CALCULATE,1,1,1.0
Shetland-2022-2023,2022-2023,2022 TOTAL,1,1,1.0
Shetland-2022-2023,2022-2023,23 JUNE 2023,1,1,1.0
Shetland-2022-2023,2022-2023,31 MARCH,2,2,1.0
Shetland-2022-2023,2022-2023,31 MARCH 2023,1,1,1.0
Shetland-2022-2023,2022-2023,ACCOUNTABILITY REPORT,1,1,1.0
Shetland-2022-2023,2022-2023,ACTUAL OUT-TURN VARIANCE,1,1,1.0
Shetland-2022-2023,2022-2023,ARTIST STUART PEARSON WRIGHT PAINTED A BEAUTIFUL PORTRAIT OF SHETLAND KNITTER HARRIET,1,1,1.0
Shetland-2022-2023,2022-2023,ASSET CATEGORY,1,1,1.0
Shetland-2022-2023,2022-2023,AT 1 APRIL 2022,1,1,1.0
Shetland-2022-2023,2022-2023,AT 31 MARCH,1,1,1.0
Shetland-2022-2023,2022-2023,B) FOREIGN CURRENCY RISK,1,1,1.0
Shetland-2022-2023,2022-2023,BASIS OF CONSOLIDATION,1,1,1.0
Shetland-2022-2023,2022-2023,BUILDING WORKS,1,1,1.0
Shetland-2022-2023,2022-2023,BUILDINGS DWELLINGS,6,6,1.0
Shetland-2022-2023,2022-2023,COMPLIANCE NATIONAL TARGET,1,1,1.0
Shetland-2022-2023,2022-2023,CONSOLIDATED STATEMENT OF CHANGES IN TAXPAYERS’ EQUITY FOR THE,1,1,1.0
Shetland-2022-2023,2022-2023,CONSOLIDATED STATEMENT OF FINANCIAL POSITION AS AT 31 MARCH 2023,1,1,1.0
Shetland-2022-2023,2022-2023,CORE RRL,1,1,1.0
Shetland-2022-2023,2022-2023,CORRESPONDING AMOUNTS,1,1,1.0
Shetland-2022-2023,2022-2023,COVID-19 RISK ISSUE,1,1,1.0
Shetland-2022-2023,2022-2023,DIRECTION BY THE SCOTTISH MINISTERS,1,1,1.0
