run,query_id,doc_id,difficulty,answer_type,generation_status,answer_non_empty,exact_match,contains_gt,token_f1
k8_224,Q_2024_FIN_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.0
k8_224,Q_2024_FIN_02,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.15384615384615383
k8_224,Q_2024_FIN_03,Grampian-2023-2024,LEX,number,ok,1,0,0,0.1
k8_224,Q_2024_FIN_04,Grampian-2023-2024,LEX,number,ok,1,0,0,0.4
k8_224,Q_2024_FIN_05,Grampian-2023-2024,LEX,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2024_FIN_06,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2024_FIN_07,Grampian-2023-2024,LEX,number,ok,1,0,0,0.55
k8_224,Q_2024_FIN_08,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2024_FIN_09,Grampian-2023-2024,LEX,number,insufficient_evidence,1,0,0,0.6666666666666666
k8_224,Q_2024_FIN_10,Grampian-2023-2024,LEX,number,ok,1,1,1,1.0
k8_224,Q_2024_FIN_11,Grampian-2023-2024,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2024_FIN_12,Grampian-2023-2024,MOD,number,ok,1,0,0,0.6
k8_224,Q_2024_FIN_13,Grampian-2023-2024,LEX,number,ok,1,0,1,0.5714285714285715
k8_224,Q_2024_FIN_14,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.25
k8_224,Q_2024_SAV_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.5499999999999999
k8_224,Q_2025_FIN_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.2857142857142857
k8_224,Q_2025_FIN_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2025_FIN_03,Grampian-2024-2025,MOD,number,ok,1,0,0,0.4
k8_224,Q_2025_FIN_04,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k8_224,Q_2025_FIN_05,Grampian-2024-2025,LEX,number,ok,1,0,0,0.09523809523809522
k8_224,Q_2025_FIN_06,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2025_FIN_07,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2025_FIN_P1,Grampian-2024-2025,MOD,number,ok,1,0,0,0.25806451612903225
k8_224,Q_2025_FIN_08,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2025_FIN_09,Grampian-2024-2025,LEX,number,ok,1,0,0,0.4999999999999999
k8_224,Q_2025_FIN_P2,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k8_224,Q_2025_SAV_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2025_SAV_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2025_SAV_03,Grampian-2024-2025,MOD,number,ok,1,0,1,0.1875
k8_224,Q_2025_SAV_04,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
