id,doc_id,start_year,report_year,section,text_preview,page_start_num,page_end_num,x,y
Grampian-2017-2018:p0098_000,Grampian-2017-2018,2017,2018,INTEGRATION JOINT BOARDS (IJB’S),"Integration Joint Boards (IJB’s) Under the terms of the Public Bodies (Joint Working) (Scotland) Act 2014 three Integration Joint Boards (IJBs), Moray, Aberdeen City and Aberdeenshire, are established in Grampian with f…",98,98,0.7465034,2.5717368
Grampian-2017-2018:p0098_003,Grampian-2017-2018,2017,2018,INTEGRATION JOINT BOARDS (IJB’S),"financial results of each IJB are consolidated, as a Joint Venture, into the financial statements of NHS Grampian. NHS Grampian had the",98,98,0.90769553,3.023477
Grampian-2017-2018:p0098_004,Grampian-2017-2018,2017,2018,INTEGRATION JOINT BOARDS (IJB’S),"following transactions with each IJB in 2017/18 :-  Aberdeen City – Income £218.15m, expenditure £217.6m and a retained creditor balance of £5.2m, after accounting for the in-year deficit of £0.46 million (2016/17 inco…",98,98,2.6587484,3.8864841
Grampian-2017-2018:p0098_005,Grampian-2017-2018,2017,2018,INTEGRATION JOINT BOARDS (IJB’S),as Trustees of the NHS Grampian Endowment Fund. The total NHS Grampian Endowment Fund balance at 31 March 2018 was £37.227 million (2016/17 restated £43.016 million). During the year payments totalling £3.887 million (2…,98,98,2.5093277,4.077466
Grampian-2017-2018:p0099_000,Grampian-2017-2018,2017,2018,DIRECTION BY THE SCOTTISH MINISTERS,"GRAMPIAN HEALTH BOARD Grampian Health Board DIRECTION BY THE SCOTTISH MINISTERS 1; The Scottish Ministers, in pursuance of sections 86(1), (1B) and (3) of the National Health Services. (Scotland) Act 1978, hereby give t…",99,99,-4.180917,5.579172
Grampian-2018-2019:p0003_000,Grampian-2018-2019,2018,2019,Unknown,Page 26 30 31 32 47 52 57 58 62 65 67 69 70 115 CONTENTS Performance Report a) Overview b) Performance Analysis The Accountability Report a) Corporate Governance Report i) Director's Report ii) Statement of Chief Execut…,3,3,-0.40389743,-3.7270396
Grampian-2018-2019:p0004_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"ANNUAL REPORT PERFORMANCE REPORT a) OVERVIEW 1. Purpose This Overview aims to provide the reader with sufficient information to understand the NHS Board, its purpose, the key risks to the achievement of its objectives a…",4,4,0.8705831,0.79334074
Grampian-2018-2019:p0004_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"| have spent time throughout the year meeting frontline staff and have been very impressed by their professionalism and the quality of care being delivered. Once again, the Board has successfully met its key financial t…",4,4,0.72479993,1.2017952
Grampian-2018-2019:p0004_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,and effective clinical services for our patients. There have been many highlights during the year and a few | would mention include: > The commencement of the enabling works for the new Baird Family Hospital and ANCHOR…,4,4,0.7030219,1.5987674
Grampian-2018-2019:p0005_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a) OVERVIEW (cont) 2. Statement from the Chief Executive (cont) Looking to the future we will continue to work closely with the three Health and Social Care Partnerships and our respective loca…,5,5,0.71888566,0.4064406
Grampian-2018-2019:p0006_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) a) OVERVIEW (cont) 3. Background and Principal! Activities Grampian Health Board is responsible for leading efforts to improve the health of the people in Grampian, and for providing the health…",6,6,0.48799363,1.2762535
Grampian-2018-2019:p0006_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"attended our specialist out-patient clinics and our accident and emergency departments treated 153,500 people. We are the fourth largest health board in Scotland by genera! funding allocation, and our services are deliv…",6,6,0.8618441,1.7136767
Grampian-2018-2019:p0006_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"The IJB’s are legally constituted cross sector bodies providing a focus for NHS Grampian to work in partnership with other agencies, including Local Authorities and Primary Healthcare contractors, in the provision of in…",6,6,0.8771399,1.3782376
Grampian-2018-2019:p0007_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) a) OVERVIEW (cont) e Delivering high quality care in the right place; e involving our patients, public, staff and partners; and e Developing and empowering our staff. The core values of the Boa…",7,7,-0.20188308,0.30267328
Grampian-2018-2019:p0007_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"from arrival to admission, discharge or transfer for accident and emergency treatment by September 2015. Reduction tn the number of patients awaiting discharge from hospital into a more appropriate care setting, once tr…",7,7,-0.5463336,0.07503726
Grampian-2018-2019:p0007_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"first time since 2016, the position at the end of the financial year (2018/19) is lower than at the start of the year. The figures for these periods are noted in the table below. Quarter to Dec 2018 — compliance rate wi…",7,7,-0.5723473,0.21487877
Grampian-2018-2019:p0008_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a) OVERVIEW (cont) A clinically led surgical classification system was in place during the year to ensure those in most need are treated first and action plans are in place for individual cance…,8,8,0.07931844,0.2907433
Grampian-2018-2019:p0008_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Performance against these areas should be considered in the context of a continued rise in activity across primary, community, social care and acute services. The Board's clinical strategy recognises the need to redesig…",8,8,0.053391945,0.20852438
Grampian-2018-2019:p0008_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Plan and Strategic Risk Register set out the key priorities, challenges and risks facing NHS Grampian in future years and how these will be mitigated. The challenge for the Board is to manage these risks in a way that e…",8,8,0.9021782,-0.07791282
Grampian-2018-2019:p0009_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) a) OVERVIEW (cont) Moving forward the Board will continue to build on the many positive changes and initiatives achieved in recent years and will strengthen partnerships with the local authorit…,9,9,1.2887999,-0.11298413
Grampian-2018-2019:p0009_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"the strategy and details of the implementation plan can be accessed at the following link. The Strategy sets out the direction, ambitions and high level priorities for supporting staff in the planning and delivery of sa…",9,9,0.5995485,0.84895015
Grampian-2018-2019:p0010_000,Grampian-2018-2019,2018,2019,RISK TITLE,Risk Title NHS GRAMPIAN STRATEGIC RISK REGISTER Description Current Risk Level Quality and safety of Care BREXIT There is a risk that the focus on quality and safety of care across NHS Grampian and partner organisations…,10,10,1.2288859,-1.1790133
Grampian-2018-2019:p0010_001,Grampian-2018-2019,2018,2019,RISK TITLE,"redesign and transformation of services. There is a risk that innovation and transformation is not focused on the key change issues related to the strategic themes of prevention, self-care, planned care and unscheduled…",10,10,1.1798745,-1.2106171
Grampian-2018-2019:p0011_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 1. Financial Performance and Position Consolidated Accounts The Annual Accounts consolidate the results of Grampian Health Board, Grampian Health Board Endowment",11,11,1.4332764,2.402592
Grampian-2018-2019:p0011_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Funds and the three IJB’s (Aberdeen City, Aberdeenshire and Moray). The basis of consolidation, explained in note +1 Accounting Policies on page 71, is determined by the extent of control Grampian Health Board can effec…",11,11,-0.15078123,3.2220628
Grampian-2018-2019:p0011_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,of each of the IJB’s is however split equally between members of Grampian Health Board and members of each local council. The Board therefore has exactly half of the,11,11,2.9091694,0.9394448
Grampian-2018-2019:p0011_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"controlling interest in each IJB and, under IAS 28, is required to consolidate only this share of the net assets, as a Joint Venture, in to the main Board accounts. The financial impact of consolidation is summarised be…",11,11,1.466191,-4.2842994
Grampian-2018-2019:p0011_005,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Aberdeenshire IJB *** 1,405 Consolidated Net Assets 434,475 430,856 Grampian Health Board Endowment Funds 425,434 The Grampian Health Board Endowment Fund’s (the Fund) net assets of £40.374 million represent £16.290 mil…",11,11,2.4513304,4.1549687
Grampian-2018-2019:p0012_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 1. Financial Performance and Position (cont) Grampian Health Board Endowment Funds (cont) Total reported expenditure for the year was £2.604 million (2017/18 £10.…,12,12,2.3147168,4.0509534
Grampian-2018-2019:p0012_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"charitable objectives of the Fund, in accordance with donors wishes and that unnecessary surpluses do not accrue. During the year, payments totalling £2.782 million (2017/18: £3.887 million) were made to Grampian Health…",12,12,2.3754869,4.163088
Grampian-2018-2019:p0012_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Joint Board Aberdeen City IJB reported an overall deficit of £2.729 million for the year (2017/18: £2.111 million), reducing the retained reserves carried forward to £5.578 million (2017/18 £8.307 million). The in-year…",12,12,1.0763023,1.3698117
Grampian-2018-2019:p0012_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"locality needs and solutions; Implementing integrated neighbourhood care in Aberdeen model; Increasing availability of care, particularly intermediate care; Increased use of technology enabled care and responder service…",12,12,0.8535054,1.150749
Grampian-2018-2019:p0013_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,Integration Joint Board Aberdeenshire IJB reported a surplus for the year of £1.405 million (2017/18: deficit of £0.02m). This reflects : > Adeficit for the year against the revenue budget of £3.137 million. > Additiona…,13,13,2.349188,2.4653144
Grampian-2018-2019:p0013_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"and purposefully shift the balance of homecare provision to enable the internal home care service to focus on four key themes of enablement, rapid response, complex cases and hard to reach cases in remote areas. The ARC…",13,13,0.59585625,0.040544424
Grampian-2018-2019:p0013_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,Teams project with the aim of enhancing joint working by developing a one team approach. The project will reshape core teams to be financially sustainable by removing any areas of waste and duplication. Developing the r…,13,13,0.6662545,-0.24423413
Grampian-2018-2019:p0014_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,Integration Joint Board Moray IJB reported a surplus for the year of £0.256 million (2017/18: deficit of £1.928m) this reflects: > A deficit for the year against the revenue budget of £1.193 million. > Additional fundin…,14,14,2.541017,2.5502708
Grampian-2018-2019:p0014_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,surplus in the IJB’s Annual Accounts. Examples of recent joint initiatives include :- > Vv WVvVWVv > Reshaping Care at home programme including Jubilee Cottages in Elgin as halfway homes for people ready to leave hospit…,14,14,1.0001757,1.2124245
Grampian-2018-2019:p0014_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Moray IJB annual report and accounts can be viewed at the following link Grampian Health Board performance against statutory financial targets The results of each of the partner organisations, although consolidated with…",14,14,1.8419211,2.7762601
Grampian-2018-2019:p0015_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b}) PERFORMANCE ANALYSIS (cont) 1. Financial Performance and Position (cont) Statutory Financial Targets | Limit as set by Actual Variance Under | SGHSCD Outturn | £000's £000's £000's Core Rev…,15,15,2.1026273,2.721688
Grampian-2018-2019:p0015_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"of initiatives including reduced energy costs from investment in more efficient infrastructure, property rationalisation, focused procurement activity to reduce the unit costs of consumables, introduction of biosimilar…",15,15,1.6085985,3.0641797
Grampian-2018-2019:p0015_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"commissioning income from the IJB for those services delivered by the Health Board, as a distinct and separate transaction from the operational expenditure incurred delivering those services.",15,15,2.8992484,3.1356058
Grampian-2018-2019:p0016_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b}) PERFORMANCE ANALYSIS (cont) 1. Financial Performance and Position (cont) The consequence of this in the Health Board’s accounts, is expenditure of £528.481 million (2017/18 £505.582 million…",16,16,1.4995708,2.47536
Grampian-2018-2019:p0016_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,retained reserve relating to IJB directed health services of £11.8 million (2017/18 £4.9 million). The expenditure is included in note 3 on page 90 and income in note 4 on page 91. 2. Property Valuation All property was…,16,16,5.629416,9.173953
Grampian-2018-2019:p0016_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"reserve of £4.714 million (2017/18: £30.788 million). The net value of impairment on those assets subject to a downward movement in valuation, after utilising any available revaluation reserve, was £3.215 million (2017/…",16,16,1.8178312,3.7166278
Grampian-2018-2019:p0016_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,of asset disposals. The negative non-core Capital Resource Limit (CRL) of £1.579 million related to a repayment of non-core capital funding to the SGHSCD arising from the difference between the fair value on completion…,16,16,1.2922347,4.1097946
Grampian-2018-2019:p0017_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 3. Infrastructure and Non Current Assets (cont) e Completion of Ligature reduction works in Huntly ward and continuation of the roll out of Ligature reduction wor…,17,17,1.287756,4.13092
Grampian-2018-2019:p0017_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"to ensure compliance with Fire and other statutory regulations, upgrade of the electrical infrastructure in the Laboratories link building at ARI and a range of other essential backlog maintenance and statutory complian…",17,17,0.766597,4.443368
Grampian-2018-2019:p0017_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"are briefed regularly on counter fraud matters including the confidentia! routes that are available to report suspected fraud, bribery or corruption. A range of fraud awareness initiatives were progressed during the yea…",17,17,-1.3996178,2.5861006
Grampian-2018-2019:p0018_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 6. Payment Policy NHS Grampian ts committed to supporting the Scottish Government in helping businesses during the current economic situation by paying bills more…,18,18,-1.6375636,2.369603
Grampian-2018-2019:p0018_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"duty to promote equality and diversity in the wider community very seriously. The challenge for the Board is to maintain the excellent progress achieved to date, taking forward work for all 9 “protected characteristics”…",18,18,-1.9275748,-3.0000772
Grampian-2018-2019:p0018_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Diversity Workforce Monitoring Report 2017/18. Other non-Statutory Equality and Diversity Monitoring Reports on a wide range of topics have also been published. During 2018/19, over 1,200 NHS Grampian staff received “fa…",18,18,-2.2115476,-3.463289
Grampian-2018-2019:p0019_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 7. Social Matters (cont) Demographic Changes and Social cohesion Grampian is one of the most attractive areas in Scotland for inward migration. The changing demog…,19,19,-2.2669106,-3.6498199
Grampian-2018-2019:p0019_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,in over 7 different local ethnic community languages. Our research has shown that over 95% of our local ethnic community members are non-English speaking when they first arrive in Grampian. The information collected all…,19,19,0.48528826,0.67652506
Grampian-2018-2019:p0019_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,standards and these are supplemented by a range of local measures and targets to encourage and track improvement. Within this context we have agreed with the Scottish Government Health and Social Care Directorates (SGHS…,19,19,0.4591198,0.63308185
Grampian-2018-2019:p0020_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) Performance is also reviewed in public at an Annual Review meeting. The most recent Annual Review meeting was held on 29 April 2019. Further details including the…,20,20,-0.23111863,0.53096694
Grampian-2018-2019:p0020_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,the unit within one day of stroke. | year period between April 2016 and March 2018 but has been reached in seven months during this year alone and achieved a new high of 97.8% in February 2019. In common with elsewhere…,20,20,-0.21728514,0.5144786
Grampian-2018-2019:p0021_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont Number of Bed Days Lost to Delayed Discharges across Scotland : January 2019 | ie a! Werte = Highland = Ouedrien Lothian Fa AyubHe farthValey Border. Lanstihire Gr…,21,21,-0.27533764,0.44478115
Grampian-2018-2019:p0021_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,pole nBBGE 5 Banas sed send eediesq sofend eedieedsestaeateaiee ssa ass Pdr catarheratecdertind EGEU Ee CECOET Ore os oobi nicotene paipargaiafirqaleusisinisiatananiodeny Sraras sear or ara coe ae aberusiengerabarf Hoa…,21,21,0.7610019,0.39009824
Grampian-2018-2019:p0022_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) Planned Care In terms of performance the latest position in terms of the number of patients waiting longer than 12 weeks for outpatients and Treatment Time Guaran…,22,22,-0.3208757,0.057811566
Grampian-2018-2019:p0022_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,capacity to provide recurring sustainability and to address the existing backlog. This has supported the provision of additional capacity approved at the start of the 2018/19 financial year in the following areas: e Dr…,22,22,-0.54154223,-0.062029574
Grampian-2018-2019:p0022_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,to reduce our current dependency on temporary staffing and use of the independent sector. We have also submitted a separate plan to significantly reduce the number of patients who have waited more than 78 weeks for trea…,22,22,-0.60536337,0.028901018
Grampian-2018-2019:p0023_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) Improving cancer performance remains a Board priority and we have welcomed the additional support that has been made available to assist us with our planning. To…,23,23,-0.5785252,-0.0088084815
Grampian-2018-2019:p0023_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,the priority is to lead the clinical teams through the identification of pathway impediments and redesign (with support from the service improvement team) to improve patient journeys for people with cancer. The MDT co-o…,23,23,-0.6054169,0.059356444
Grampian-2018-2019:p0023_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,85% of the patients waiting beyond 62 days for treatment. Mental Health a. Inpatient and specialist services The revised operational arrangements implemented in November 2018 within Royal Cornhill Hospital continue. The…,23,23,0.028195368,-0.39538217
Grampian-2018-2019:p0024_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) As highlighted in the action plan submitted to the Cabinet Secretary the integration of acute and community menial health is well established across Grampian, wit…",24,24,1.2190477,1.8950056
Grampian-2018-2019:p0024_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"general practices in each IJB sector (Moray, Aberdeen and Aberdeenshire) and associated care pathways established to specific wards at Royal Cornhill Hospital and Dr Gray’s Hospital (Elgin) should an acute episode requi…",24,24,0.8645336,1.420118
Grampian-2018-2019:p0024_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,and e Transition of the inpatient services to be formally hosted for strategic planning and operational delivery within an Integration Joint Board (lJB) of which there are three in Grampian. The high level framework and…,24,24,0.3259121,0.40542635
Grampian-2018-2019:p0024_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,to Dec 2018 for specialist Child and ; Adolescent Mental Health 41.1% Grampian (72.8% Scotland) Services (90%) All patients who have been on the waiting list have been sent an appointment with a named clinician. Further…,24,24,-0.22337787,0.18800023
Grampian-2018-2019:p0025_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) A CAMHS whole system redesign has been implemented in Grampian and is now nearing conclusion. After an extensive organisational change and engagement process (inv…,25,25,0.37600705,0.30645335
Grampian-2018-2019:p0025_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,posts across the service and we do not have any problems currently recruiting to vacant posts. A new strategic multiagency meeting has been commissioned focused on supporting mental wellbeing in order to prevent mental…,25,25,0.30870587,0.3667666
Grampian-2018-2019:p0025_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,provide increased capacity and space to house new staff to ensure the workforce has enough clinical space to see patients. Support is also being provided by the Archie Foundation and there has been extensive ongoing inp…,25,25,0.24328491,0.29776558
Grampian-2018-2019:p0025_003,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,also been offered to all staff in CAMHS for this quarter to help reduce longest waits (which are mainly for neurodevelopmental conditions). The NHS Grampian Board has agreed to provide an additional £1m over the next fi…,25,25,0.37383702,0.42925352
Grampian-2018-2019:p0026_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) The service has also submitted an early plan to access a share of the £5m investment being made available by the Scottish Government to support the implementation…,26,26,0.21129465,0.84305614
Grampian-2018-2019:p0026_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"bed days, higher than occupied bed days | Scotland at 17.7. | (0.24) Cleanliness and good clinical practice are high priorities for NHS Grampian. The Board participates fully in the Scottish Patient Safety Programme, wh…",26,26,0.1986567,0.7569557
Grampian-2018-2019:p0026_002,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"Actions for 2019/20 In respect of the learning from the requirements and recommendations published in the Unannounced Inspection Report - Safety and Cleanliness of Hospitals, Queen Elizabeth University Hospital, the Boa…",26,26,0.48461676,0.49002364
Grampian-2018-2019:p0027_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) Other Annual Operational Plan indicators | Measure At least 80% of pregnant women in each SIMD quintile will have booked for antenatal care by the 12th week of ge…,27,27,-0.16919024,0.77993506
Grampian-2018-2019:p0027_001,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,"out in Grampian, compared to the target of 6,658 Grampian. An increase of 50% was seen in wider setting delivery compared to 2016/17. This was almost exclusively due to Aberdeenshire and embedding of alcohol screening a…",27,27,-0.06286122,0.8443042
Grampian-2018-2019:p0028_000,Grampian-2018-2019,2018,2019,PERFORMANCE REPORT,PERFORMANCE REPORT (cont) b) PERFORMANCE ANALYSIS (cont) 9. Sustainability and the Environment The Climate Change (Scotland) Act 2009 set outs measures adopted by the Scottish Government to reduce emissions in Scotland…,28,28,-0.09786028,5.069939
Grampian-2018-2019:p0029_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,ACCOUNTABILITY REPORT a) CORPORATE GOVERNANCE REPORT i) THE DIRECTORS’ REPORT 1. Naming Convention NHS Grampian is the common name of Grampian Health Board. NHS Grampian Endowment Funds is the common name for the Grampi…,29,29,-0.064996935,3.3640046
Grampian-2018-2019:p0029_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"each IJB is considered to be a Joint Venture and under IAS 28 — Investments in Associates and Joint arrangements, the basis of consolidation used is the equity method of accounting. The Annual Accounts and Notes have be…",29,29,-3.7645464,4.59447
Grampian-2018-2019:p0029_002,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"to 2020/21, the Auditor General appointed Gillian Woolman, Audit Director, Audit Scotland, to undertake the audit of Grampian Health Board. The general duties of the auditor of health bodies, including their statutory d…",29,29,-3.749252,4.570792
Grampian-2018-2019:p0030_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,ACCOUNTABILITY REPORT (cont) CORPORATE GOVERNANCE REPORT (cont) i) THE DIRECTORS’ REPORT (cont) 6. Role of the Board Grampian Health Board was established in 1972 under the National Health Services (Scotland) Act 1972 a…,30,30,-0.001585096,1.9680375
Grampian-2018-2019:p0030_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"with other local organisations; and g) provide a single focus of accountability for the performance of the local NHS system. All Board members are also trustees of the NHS Grampian Endowment Funds, a registered charity…",30,30,0.1095569,2.5114276
Grampian-2018-2019:p0030_003,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"of control over each IJB, is shared equally between Grampian Health Board and the relevant Local Authority. 7. Board Membership Board members are selected and appointed through the public appointment process on the basi…",30,30,2.9378781,0.6855724
Grampian-2018-2019:p0031_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,ACCOUNTABILITY REPORT (cont) CORPORATE GOVERNANCE REPORT (cont) i} THE DIRECTORS’ REPORT (cont) Chair: Professor Stephen Logan (to 31 December 2018) Dr Lynda Lynch (Chair from 1 January 2019). Vice Chair: Mrs Christine…,31,31,-2.9320934,0.5971007
Grampian-2018-2019:p0031_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,2019) (to 30 September 2078) (from 12 September 2018) (from 1 November 2018) (from 1 February 2019) (to 31 December 2018) Mr John Tomlinson (from 1 February 2019) Executive Members: Mr Malcoim Wright Professor Amanda Cr…,31,31,-3.1831765,0.49799284
Grampian-2018-2019:p0032_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"ACCOUNTABILITY REPORT (cont) CORPORATE GOVERNANCE REPORT (cont) i) THE DIRECTORS’ REPORT (cont) 8. Board Members’ Interests The Register of Interests of Board Members is held at Summerfield House, 2 Eday Road, Aberdeen…",32,32,-3.317439,0.92510736
Grampian-2018-2019:p0032_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"member of an IJB that required disclosure in the accounts under IAS 24. 9. Disclosure of Information to Auditor The directors who held office at the date of approval of this Directors’ Report confirm that, so far as the…",32,32,-2.2527437,3.2601552
Grampian-2018-2019:p0032_002,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"31 and 32 of the Public Services Reform (Scotland) Act 2010 impose duties on NHS Grampian to publish information on expenditure, economic sustainability and efficiency as soon as is reasonably practicable after the end…",32,32,-2.4696817,3.4571764
Grampian-2018-2019:p0033_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,ACCOUNTABILITY REPORT (cont) CORPORATE GOVERNANCE REPORT (cont). ii) STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE OFFICER OF THE HEALTH BOARD Under Section 15 of the Public Finance and Accounta…,33,33,-4.8728504,4.1626897
Grampian-2018-2019:p0033_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"judgements and estimates on a reasonable basis; «"" State whether applicable accounting standards as set out in the Government Financial Reporting Manual have been followed and disclose and explain any material departure…",33,33,-4.859582,4.073961
Grampian-2018-2019:p0034_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"ACCOUNTABILITY REPORT (cont) CORPORATE GOVERNANCE REPORT (cont). iti) STATEMENT OF HEALTH BOARD MEMBERS’ RESPONSIBILITIES IN RESPECT OF THE ACCOUNTS Under the National Health Service (Scotland) Act 1978, the Health Boar…",34,34,-4.5655403,3.8364677
Grampian-2018-2019:p0034_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,""" Prepare the accounts on a going concern basis unless it is inappropriate to presume that the Health Board will continue to operate. The Health Board members are responsible for ensuring that proper accounting records…",34,34,-4.473207,3.7122235
Grampian-2018-2019:p0035_000,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"ACCOUNTABILITY REPORT (cont) CORPORATE GOVERNANCE REPORT (cont). iv) GOVERNANCE STATEMENT 1. Strategic Vision, Themes and Values The Grampian Clinical Strategy for 2016-2021 sets out our aspiration to improve population…",35,35,1.852749,-0.60147065
Grampian-2018-2019:p0035_001,Grampian-2018-2019,2018,2019,ACCOUNTABILITY REPORT,"stakeholders, including the general public, our staff, independent primary care practitioners, local authorities, third sector or charitable organisations and community planning partners to deliver our objectives. The B…",35,35,2.1265073,-0.5480454
