id,x,y,label,text,page,section,category,highlight
Shetland-2023-2024:p0044_004,6.277365,10.672378,ACCOUNTABILITY REPORT,"the Shetland Partnership, works to deliver Shetland’s Local Outcome Improvement Plan. This describes the key actions that we deliver in partnership to improve the overall delivery of services and quality of life and out…",44,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0045_000,5.030939,10.288462,ACCOUNTABILITY REPORT,"assurance to these committees is available on the Board’s website, along with the management reporting structures . The Board met five times in public during 2023–24 (2022–23, five times) and all the reports and minutes…",45,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:table_p0046,-1.360524,2.1312096,ACCOUNTABILITY REPORT,Financial table on page 46 (Unknown) Contains 38 line items across 2 columns. Column headers: • | ReferenceCommittee(forPrimaryCarecontractors). Row labels: TheB; IJBth; 2023–; memb; comm. Key items: TheB | oard’sCorpor…,46,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0047,-0.93384314,1.8941284,ACCOUNTABILITY REPORT,Financial table on page 47 (Property) Contains 3 line items across 1 columns. Column headers: TheBoard’ssustainabilityplan;•. Row labels: InformationGovernance;•; •DigitalandCyberSecurity;; BusinessContinuity;and•. Tabl…,47,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0048_000,5.0343604,10.1988325,ACCOUNTABILITY REPORT,"treatment of all staff, as well as assessing the Board’s compliance with NHS Scotland Staff Governance standards to ensure compliance with all relevant laws and regulations. Activities undertaken within the Staff Govern…",48,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0048_001,6.426519,10.874045,ACCOUNTABILITY REPORT,"is a non-executive Board Member. - Remuneration Committee The main function of the Remuneration Committee is to ensure the appropriate application and implementation of pay systems on behalf of the Board, as determined…",48,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0048_002,6.4203496,10.850291,ACCOUNTABILITY REPORT,Management Strategy in accordance with relevant guidance issued by Scottish Ministers. The local Risk Management Strategy was agreed by the Board in April 2023. The Risk Management Strategy sets out our local principles…,48,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0049_000,6.4734144,10.891272,ACCOUNTABILITY REPORT,"to our Board and Governance Committees on a regular basis. Risk management is a dynamic process, with frequent review of existing risks and monitoring of the environment necessary to ensure the risks captured represent…",49,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0050_000,6.482271,10.9339285,ACCOUNTABILITY REPORT,and is utilised organisation-wide. The output from this review is included in the Risk Register. The strategic risks are reviewed on a regular basis by both the RMG and the relevant governance committee along with the a…,50,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0050_001,4.9066057,11.248725,ACCOUNTABILITY REPORT,"in response to any relevant reviews; and developments in best practice. The Risk Management Summary Report 2023–24 was presented to the April 2024 Board meeting. It summarises the activities undertaken in 2023–24, and t…",50,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0050_002,4.9988728,11.210349,ACCOUNTABILITY REPORT,"in Dental contractors standing data during this year causing a qualified opinion. Outside this issue, audit concluded other controls operated effectively. The 2022–23 service audit also found controls operated effective…",50,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0051_000,5.251815,11.094291,ACCOUNTABILITY REPORT,"The NHS Shetland whistleblowing policy is based on the NHS Scotland national whistleblowing standard. In February 2020, the Scottish Government appointed an additional non-executive to the Board to serve as its Whistleb…",51,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0051_001,5.2332587,11.183583,ACCOUNTABILITY REPORT,"also provides a central intelligence base for Boards, as well as support and training for staff in engendering an anti-fraud culture at the Board. In respect of fraud training, 410 members of staff completed CFS on-line…",51,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0051_002,5.188123,11.169517,ACCOUNTABILITY REPORT,"Protection Regulation (EU) 2016/679, Freedom of Information (FOI), Public Records (Scotland) Act 2011, and Network & Information Systems Regulations 2018 . The IG Work Plan and the operational delivery of these issues i…",51,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0052_000,5.432227,10.897734,ACCOUNTABILITY REPORT,"ensure they understand their responsibilities. During 2023–24 there were five incidents (2022–23, five) reported to the Information Commissioners Office. These cases have all been closed as the ICO concluded that no fur…",52,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0052_001,5.5946712,10.493054,ACCOUNTABILITY REPORT,"In respect of the Board’s obligation, 75% of requests were responded to on time, 86% in 2022–23. As shown in figure 20 above and reported to POISA, there are 46 requests that have not yet received a response and are ove…",52,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0053_000,4.967914,10.716451,ACCOUNTABILITY REPORT,"in their annual reports. All the committees advised they delivered best value and are content in respect of assurances received for best value delivery during 2023–24. In addition, the Board continues to seek opportunit…",53,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0053_001,4.9928155,11.201622,ACCOUNTABILITY REPORT,responsibility for reviewing the effectiveness of the system of internal control and the quality of data used throughout the organisation. My review is informed by: - the executive managers within the organisation who h…,53,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0053_002,4.7054777,11.128817,ACCOUNTABILITY REPORT,the payments of family health services practitioners on behalf of NHS Scotland Health Boards ▪ Atos and NSS Digital and Security in the discharge of their services to support National IT Services on behalf of NHS Scotla…,53,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0054_000,4.6443353,11.034796,ACCOUNTABILITY REPORT,"achieves its corporate objectives. As described above, progress against these objectives is monitored by regular performance reports to the Board and these have demonstrated good progress over the past year. The RMG has…",54,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0054_001,4.128614,11.116217,ACCOUNTABILITY REPORT,"of the system is in place. Significant Governance Issues During the financial year there were no other significant control weaknesses or issues that have arisen, other than those covered below, and no significant failur…",54,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0055_000,4.8258257,10.002883,ACCOUNTABILITY REPORT,"Remuneration Report - Board Members’ and Senior Employees’ Remuneration - Remuneration Committee membership (Unaudited) The members of the Remuneration Committee are the Chair and Vice-Chair of the Board, as well as the…",55,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0055_001,4.945433,9.890214,ACCOUNTABILITY REPORT,"the Chief Executive the annual objectives for the other Executive Directors, as well as staff on the Senior Manager pay scale. The Committee considers performance against objectives, as well as the remuneration of these…",55,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:table_p0056,-2.2830079,2.15693,ACCOUNTABILITY REPORT,"Financial table on page 56 (Staff Costs) Contains 18 line items across 5 columns. Column headers: Director | Director’sGrossSalary(bandsof£5,000) | TotalEarningsinYear | PensionBenefits | TotalRemuneration. Row labels:…",56,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0057_000,4.8003144,9.638002,ACCOUNTABILITY REPORT,"Salary Earnings in Benefits Remuneration (bands of £5,000) Year Other Board £000 £000 £000 £000 Members Chair of Area Clinical Forum: Amanda 80-85 80-85 12 90-95 McDermott [5] Employee Director: 40-45 40-45 9 50-55 Bruc…",57,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0057_001,4.8364253,9.574324,ACCOUNTABILITY REPORT,Services salary reflects she was performing this role for both NHS Shetland and NHS Orkney until 30 September 2023. This post was funded 50/50 by NHS Shetland and NHS Orkney. 4. These Non-Executive Directors’ full year…,57,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:table_p0058,-2.332591,2.1895475,ACCOUNTABILITY REPORT,"Financial table on page 58 (Unknown) Contains 8 line items across 6 columns. Column headers: Director | Accruedpensionatage60asat31March2024(bandsof£5,000)[1] | RealIncreaseinPensionatage60(bandsof£2,500)[1] | CETVat31M…",58,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0059,-2.3440711,2.169342,ACCOUNTABILITY REPORT,"Financial table on page 59 (Unknown) Contains 7 line items across 6 columns. Column headers: Director | Accruedpensionatage60asat31March2023(bandsof£5,000)[1] | RealIncreaseinPensionatage60(bandsof£2,500)[1] | CETVat31M…",59,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0060,-2.2509437,2.0524604,ACCOUNTABILITY REPORT,"Financial table on page 60 (Staff Costs) Contains 12 line items across 6 columns. Column headers: Director | Director’sGrossSalary(bandsof£5,000) | BenefitsinKind | TotalEarningsinYear | PensionBenefits | TotalRemunerat…",60,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0061,-2.2142084,2.185482,ACCOUNTABILITY REPORT,"Financial table on page 61 (Staff Costs) Contains 10 line items across 6 columns. Column headers: Director | Director’sGrossSalary(bandsof£5,000) | BenefitsinKind | TotalEarningsinYear | PensionBenefits | TotalRemunerat…",61,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0062_000,4.7650857,9.501142,ACCOUNTABILITY REPORT,"Director Director’s Benefits Total Pension Total Gross Salary in Kind Earnings Benefits Remuneration (bands of in Year £5,000) Other Senior £000 £s £000 £000 £000 Employees DCHSC: Brian 110-115 0 110-115 34 145-150 Chit…",62,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0062_001,4.8775496,9.568564,ACCOUNTABILITY REPORT,Forum salary includes £65k in respect of non- Board duties (Chief Nurse Acute). 16. This Employee Director’s salary includes £29k in respect of non-Board duties (Clinical Team Leader). This Employee Director left his No…,62,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:table_p0063,-2.322019,2.170265,ACCOUNTABILITY REPORT,"Financial table on page 63 (Unknown) Contains 8 line items across 6 columns. Column headers: Director | Accruedpensionatage60asat31March2023(bandsof£5,000)[1] | RealIncreaseinPensionatage60(bandsof£2,500)[1] | CETVat31M…",63,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0064,-2.2804534,2.00573,ACCOUNTABILITY REPORT,"Financial table on page 64 (Staff Costs) Contains 7 line items across 6 columns. Column headers: Director | Accruedpensionatage60asat31March2023(bandsof£5,000)[1] | RealIncreaseinPensionatage60(bandsof£2,500)[1] | CETVa…",64,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0065,-1.5074724,1.6780218,ACCOUNTABILITY REPORT,Financial table on page 65 (Staff Costs) Contains 14 line items across 4 columns. Row labels: Rangeofstaffremuneration; Highestearningdirector’sremuneration; Median(Totalpayandbenefits). Key items: 2024 | 2023 | Change;…,65,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0066,-1.3111559,1.7330893,ACCOUNTABILITY REPORT,"Financial table on page 66 (Staff Costs) Contains 16 line items across 3 columns. Row labels: 2024; Number; 17; 8. Key items: 2024 | 2023; Number | Number; 17 | £70,001to£80,000 | 12; 8 | £80,001to£90,000 | 10. Table (h…",66,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0067,-2.1798654,2.038557,ACCOUNTABILITY REPORT,Financial table on page 67 (Staff Costs) Contains 8 line items across 7 columns. Column headers: | Salariesandwages | Socialsecuritycosts | NHSschemeemployers’costs | Inwardsecondees | Agencyandotherdirectlyengagedstaff…,67,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0068_000,4.6479526,9.29759,ACCOUNTABILITY REPORT,- Staff Numbers (Audited information except in respect of disabled staff): Whole Time Equivalent Executive Board Members 6 Non-Executive Members 2 Permanent staff 657 Inward Secondees [1] 0 Other Staff 0 Outward Seconde…,68,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:table_p0069,-2.1263282,2.0237172,ACCOUNTABILITY REPORT,Financial table on page 69 (Unknown) Contains 7 line items across 7 columns. Row labels: HeadCountofStaff; ExecutiveDirectors; Non-ExecutiveDirectorsandEmployeeDirector; SeniorEmployees. Key items: HeadCountofStaff | 20…,69,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0070_000,5.1110225,9.603958,ACCOUNTABILITY REPORT,- The Trade Union (Facility Time Publication Requirements) Regulations 2017 (Unaudited Information) The Trade Union (Facility Time Publication Requirements) Regulations 2017 came into force on 1 April 2017. The regulati…,70,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0070_001,5.0060806,9.493531,ACCOUNTABILITY REPORT,"of facility time 5 Total pay bill 49,386 Percentage of the total pay bill spent on facility time 0.01% - Paid trade union activities Time spent on paid trade union activities as a 2% percentage of total paid facility ti…",70,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0071_000,5.6366887,10.189937,ACCOUNTABILITY REPORT,- Off-Payroll Engagement (Unaudited Information) The use of locum agency medical and nursing staff throughout the year is disclosed in the staff costs table above. These staff are either: 1. Remunerated through NHS Shet…,71,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0071_001,5.697608,10.334762,ACCOUNTABILITY REPORT,"are asked to respond to, which then generates a Team Report containing the results. The Line Manager discusses the report with the team and agree what the team's main strength is along with up to three improvement actio…",71,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0071_002,5.600002,10.285453,ACCOUNTABILITY REPORT,Government. The project was paused in early 2024 due to the constrained budget position across Scotland. - Other Employee Matters (Unaudited Information) The Board has policies and procedures in place for other employee…,71,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0072_000,5.185046,10.313329,ACCOUNTABILITY REPORT,"- Parliamentary Accountability Report (Audited Information) There are no disclosures applicable, as NHS Shetland is not aware of any attempted fraud or irregular activities during 2023–24 or prior year that incurred a l…",72,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0073_000,3.6207175,10.617145,ACCOUNTABILITY REPORT,"Independent auditor’s report to the members of NHS Shetland, the Auditor General for Scotland and the Scottish Parliament Reporting on the audit of the financial statements Opinion on financial statements I have audited…",73,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0073_001,3.5846987,10.927597,ACCOUNTABILITY REPORT,- give a true and fair view of the state of the affairs of the board and its group as at 31 March 2024 and of the net expenditure for the year then ended; - have been properly prepared in accordance with UK adopted inte…,73,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0073_002,3.523073,11.20154,ACCOUNTABILITY REPORT,"the Auditor General on 03 April 2024. My period of appointment is four years, covering 2023/24 to 2026/27. I am independent of the board and its group in accordance with the ethical requirements that are relevant to my…",73,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0074_000,3.7218077,11.221553,ACCOUNTABILITY REPORT,"statements are authorised for issue. These conclusions are not intended to, nor do they, provide assurance on the current or future financial sustainability of the board and its group. However, I report on the board’s a…",74,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0074_001,3.5141928,11.42483,ACCOUNTABILITY REPORT,"financial statements that are free from material misstatement, whether due to fraud or error. In preparing the financial statements, the Accountable Officer is responsible for assessing the ability of the board and its…",74,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0074_002,3.6448672,11.360679,ACCOUNTABILITY REPORT,"can arise from fraud or error and are considered material if, individually or in the aggregate, they could reasonably be expected to influence the decisions of users taken on the basis of these financial statements. Irr…",74,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0075_000,3.5363264,11.3785925,ACCOUNTABILITY REPORT,"competence and capabilities to identify or recognise non-compliance with laws and regulations. The extent to which my procedures are capable of detecting irregularities, including fraud, is affected by the inherent diff…",75,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0075_001,3.6267927,11.060249,ACCOUNTABILITY REPORT,located on the Financial Reporting Council’s website www.frc.org.uk/auditorsresponsibilities . This description forms part of my auditor’s report. Reporting on regularity of expenditure and income Opinion on regularity…,75,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0075_002,3.8867903,10.90522,ACCOUNTABILITY REPORT,"I have audited the parts of the Remuneration and Staff Report described as audited. In my opinion, the audited parts of the Remuneration and Staff Report have been properly prepared in accordance with the National Healt…",75,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0076_000,3.5147905,11.271343,ACCOUNTABILITY REPORT,"Report. My responsibility is to read all the other information and, in doing so, consider whether the other information is materially inconsistent with the financial statements or my knowledge obtained in the course of…",76,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0076_001,3.3421385,11.029706,ACCOUNTABILITY REPORT,"the following opinions prescribed by the Auditor General for Scotland. Opinions prescribed by the Auditor General for Scotland on the Performance Report and Governance Statement In my opinion, based on the work undertak…",76,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0076_002,3.5107439,11.119571,ACCOUNTABILITY REPORT,"required to report by exception I am required by the Auditor General for Scotland to report to you if, in my opinion: - adequate accounting records have not been kept; or - the financial statements and the audited parts…",76,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0077_000,3.9109032,11.032166,ACCOUNTABILITY REPORT,This report is made solely to the parties to whom it is addressed in accordance with the Public Finance and Accountability (Scotland) Act 2000 and for no other purpose. In accordance with paragraph 108 of the Code of Au…,77,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:table_p0078,-1.2623537,2.0540812,ACCOUNTABILITY REPORT,"Financial table on page 78 (Income Statement) Contains 11 line items across 4 columns. Row labels: 2023; £000; 49,996; 3,442. Key items: 2023 | 2024; £000 | Note | £000; 49,996 | Staffcosts | 3a | 49,386; Otheroperating…",78,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0079,0.0072993487,1.9303453,ACCOUNTABILITY REPORT,"Financial table on page 79 (Balance Sheet) Contains 19 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; 35,306; 1,428. Key items: 2023 | 2023 | 2024 |…",79,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0080,-0.36866474,2.0637553,ACCOUNTABILITY REPORT,"Financial table on page 80 (Provisions) Contains 15 line items across 6 columns. Column headers: Consolidated | Board | | | Consolidated | Board. Row labels: 2023; £000; (13,443); 33,613. Key items: 2023 | 2023 | 2024 |…",80,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0081,-0.54298574,3.1612139,ACCOUNTABILITY REPORT,"Financial table on page 81 (Cash Flow) Contains 19 line items across 5 columns. Row labels: 2023; £000; (84,435); 4,006. Key items: 2023 | 2024 | 2024; £000 | Note | £000 | £000; (84,435) | Netexpenditure | SoCTE | (84,…",81,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0082,-0.78930736,3.0949385,ACCOUNTABILITY REPORT,"Financial table on page 82 (Cash Flow) Contains 15 line items across 5 columns. Row labels: 2023; £000; 89,714; (755). Key items: 2023 | 2024 | 2024; £000 | Note | £000 | £000; 89,714 | Cashdrawndown | 85,724; (755) | I…",82,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0083,-1.1747215,2.7134593,ACCOUNTABILITY REPORT,Financial table on page 83 (Income Statement) Contains 11 line items across 7 columns. Column headers: | | GeneralFund | RevaluationReserve | Otherreserve—associatesandjointventures | FundsHeldonTrust. Row labels: Balan…,83,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0084,-1.1392176,2.5874217,ACCOUNTABILITY REPORT,Financial table on page 84 (Unknown) Contains 6 line items across 7 columns. Column headers: | | GeneralFund | RevaluationReserve | Otherreserve—associatesandjointventures | FundsHeldonTrust. Row labels: Balanceat1April…,84,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:table_p0085,-1.2265128,2.7105587,ACCOUNTABILITY REPORT,Financial table on page 85 (Income Statement) Contains 9 line items across 7 columns. Column headers: | | GeneralFund | RevaluationReserve | Otherreserve—associatesandjointventures | FundsHeldonTrust. Row labels: Impair…,85,ACCOUNTABILITY REPORT,Financial table,False
Shetland-2023-2024:p0086_000,3.4340458,10.348633,ACCOUNTABILITY REPORT,"Note 1—Accounting Policies Authority In accordance with the accounts direction issued by Scottish Ministers under section 19(4) of the Public Finance and Accountability (Scotland) Act 2000 appended, these accounts have…",86,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0086_001,3.4369762,10.146277,ACCOUNTABILITY REPORT,"revised Standards - Standards, amendments and interpretations effective in the current year There are no new standards, amendments or interpretations effective in the year 2023-2024. However 23/24 FREM mandates reportin…",86,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0087_001,3.8738046,9.964245,ACCOUNTABILITY REPORT,Endowment Funds and the IJB which are both considered material to NHS Shetland. NHS Endowment Funds were established by the NHS (Scotland) Act 1978. The legal framework under which charities operate in Scotland is the C…,87,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0087_003,3.6406035,9.565913,ACCOUNTABILITY REPORT,The IJB was formally constituted on 27 June 2015 under the Public Bodies (Joint Working) (Scotland) Act 2014. The basis of consolidation used is the equity method. Going Concern The going concern assumption remains appr…,87,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0088_000,2.848742,7.902262,ACCOUNTABILITY REPORT,All other income receivable by the Board that is not classed as funding is recognised in the year in which it is receivable. Where income is received for a specific activity which is to be delivered in the following fin…,88,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0088_001,2.4433303,7.4073777,ACCOUNTABILITY REPORT,"when cash is drawn down. Expenditure on goods and services is recognised when and to the extent that they have been received, and is measured at the fair value of those goods and services. Expenditure is recognised in t…",88,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0088_002,2.5015976,7.3286757,ACCOUNTABILITY REPORT,"be used for more than one financial year; and the cost of the item can be measured reliably. All assets falling into the following categories are capitalised: 1. Property, plant and equipment assets which are capable of…",88,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0089_000,2.4474933,7.1825514,ACCOUNTABILITY REPORT,"in total, or where they are part of the initial costs of equipping a new development and total over £20k. Measurement - Valuation All property, plant and equipment assets are measured initially at cost, representing the…",89,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0089_001,2.5002322,7.0532913,ACCOUNTABILITY REPORT,of movements in prices since the latest valuation. The valuations are carried out in accordance with the Royal Institution of Chartered Surveyors (RICS) Appraisal and Valuation Manual insofar as these terms are consiste…,89,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0089_002,2.3192358,6.9068627,ACCOUNTABILITY REPORT,indices). A depreciated historical cost basis as a proxy for fair value in respect of such assets which have short useful lives or low values (or both). Assets under construction are valued at current cost. This is calc…,89,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0090_000,1.9212431,7.268386,ACCOUNTABILITY REPORT,- Subsequent expenditure Subsequent expenditure is capitalised into an asset’s carrying value when it is probable the future economic benefits associated with the item will flow to the Board and the cost can be measured…,90,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0090_001,2.2370265,6.9926004,ACCOUNTABILITY REPORT,asset values and impairments are charged gross to the Statement of Comprehensive Net Expenditure. Any related balance on the revaluation reserve is transferred to the General Fund. Gains and losses on revaluation are re…,90,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0091_000,2.142231,7.1758933,ACCOUNTABILITY REPORT,The following asset lives have been used: Asset Category Component Useful Life Land Unlimited Buildings [*] Various As determined by valuer Dwellings As above Transport Equipment 5 to 15 years Plant and Machinery 5 to 1…,91,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0091_001,2.285533,7.283537,ACCOUNTABILITY REPORT,meet the recognition criteria are capitalised when they are capable of being used in a Board’s activities for more than one year and they have a cost of at least £5k. The main classes of intangible assets recognised are…,91,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0092_000,2.3166263,7.1791286,ACCOUNTABILITY REPORT,- Amortisation Intangible assets are amortised to their estimated residual value over their remaining useful economic lives in a manner consistent with the consumption of economic or service delivery benefits. All intan…,92,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0092_001,2.0888796,6.6688056,ACCOUNTABILITY REPORT,"2023–24. This represents a donation from Shetland Charitable Trust as a contribution towards the construction costs of the MRI Scanner building. - Sale of Property, plant and equipment, intangible assets and non-current…",92,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0093_000,1.9618582,6.545075,ACCOUNTABILITY REPORT,"represented by rights both to obtain substantially all the economic benefits from that asset and to direct its use. The following are excluded: - Contracts for low-value items, defined as items costing less than £5,000…",93,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0093_001,2.0536962,6.6226373,ACCOUNTABILITY REPORT,"rate implicit in the lease, or, where this cannot be determined, the rate advised by HM Treasury for that calendar year. The liability includes payments that are fixed or in-substance fixed, excluding, for example, chan…",93,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0093_002,1.9443605,6.5359035,ACCOUNTABILITY REPORT,"carried at a revalued amount. In these accounts, right-of-use assets held under index-linked leases have been adjusted for changes in the relevant index, while assets held under peppercorn or nil consideration have been…",93,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0094_000,1.9945742,6.5670705,ACCOUNTABILITY REPORT,- Estimates and judgements The Board determines the amounts to be recognised as the right-of-use asset and lease liability for embedded leases based on the stand-alone price of the lease and non-lease component or compo…,94,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0094_001,1.8691552,7.570758,ACCOUNTABILITY REPORT,"An impairment loss is recognised for the amount by which the asset’s carrying amount exceeds its recoverable amount. The recoverable amount is the higher of an asset’s fair value less costs to sell, and value in use. Wh…",94,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0094_002,2.661761,7.645236,ACCOUNTABILITY REPORT,"Payables Where the Health Board has a positive net cash book balance at the year-end, a corresponding creditor is created and the general fund debited with the same amount to indicate that this cash is repayable to the…",94,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0095_000,4.0361266,8.171827,ACCOUNTABILITY REPORT,"Losses and Special Payments Operating expenditure includes certain losses which would have been made good through insurance cover had the NHS not been bearing its own risks. Had the NHS provided insurance cover, the ins…",95,ACCOUNTABILITY REPORT,Financial narrative,False
Shetland-2023-2024:p0095_001,3.9644623,8.148358,ACCOUNTABILITY REPORT,from employers and those current employees who are members of the scheme and paying contributions at progressively higher marginal rates based on pensionable pay as specified in the regulations. The Board is unable to i…,95,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0095_002,3.5578227,8.368411,ACCOUNTABILITY REPORT,actuarial valuation is published by the Scottish Public Pensions Agency and is available on their website. Additional pension liabilities arising from early retirements are not funded by the scheme except where the reti…,95,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0096_000,3.365013,8.417455,ACCOUNTABILITY REPORT,NHS Shetland provide for all claims notified to the NHS Central Legal Office according to the value of the claim and the probability of settlement. Claims assessed as ‘Category 3’ are deemed most likely and provided for…,96,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0096_001,3.157868,8.171099,ACCOUNTABILITY REPORT,liability from participating in the scheme. The Participation in CNORIS provision recognises the Board’s respective share of the total liability of NHS Scotland as advised by the Scottish Government and based on informa…,96,ACCOUNTABILITY REPORT,Governance,False
Shetland-2023-2024:p0096_002,2.130157,7.5555115,ACCOUNTABILITY REPORT,"the relevant expenditure category or included in the capitalised purchase cost of non-current assets. Where output tax is charged or input VAT is recoverable, the amounts are stated net of VAT. Provisions The Board prov…",96,ACCOUNTABILITY REPORT,Financial narrative,False
