id,x,y,label,text,page,section,category,highlight
scottish_budget_2024_25:p0048_002,-2.365638,-7.1377,SCOTTISH GOVERNMENT BONDS,financial investors - To develop Scotland's institutions and fiscal disciplines. It stated that further details would be included in the next update to the Medium Term Financial Strategy (May 2024). Review of infrastruc…,48,SCOTTISH GOVERNMENT BONDS,Financial narrative,False
scottish_budget_2024_25:p0049_000,-4.130015,-8.949563,SCOTTISH GOVERNMENT BONDS,"“ To help to address the difference between the capital funding and spending outlook, we plan to publish a reset of the project pipeline, first set out in 2014 and last updated at the publication of the 2021 Infrastruct…",49,SCOTTISH GOVERNMENT BONDS,Financial narrative,False
scottish_budget_2024_25:p0050_000,-4.021498,-8.765753,SCOTTISH GOVERNMENT BONDS,"Climate change Climate change assessment of the Budget In the 2023-24 Budget, the Scottish Government published a climate change assessment narrative section for the first time. This section provided an overarching narr…",50,SCOTTISH GOVERNMENT BONDS,Financial narrative,False
scottish_budget_2024_25:p0050_001,-4.1787567,-8.91581,SCOTTISH GOVERNMENT BONDS,"has been published, for the energy sector, and it remains in draft form . The expanded taxonomy included in the 2024-25 Budget and this climate assessment section are two of the three strands from the final report of th…",50,SCOTTISH GOVERNMENT BONDS,Financial narrative,False
scottish_budget_2024_25:p0050_002,-3.9340873,-8.988572,SCOTTISH GOVERNMENT BONDS,"is for the iterative development to continue throughout 2024, with a proposed roll-out to the wider Scottish Government during Quarter 4.” Cabinet Secretary for Transport, Net Zero and Just Transition, response to the N…",50,SCOTTISH GOVERNMENT BONDS,Financial narrative,False
scottish_budget_2024_25:table_p0051,12.555452,15.111998,SCOTTISH GOVERNMENT,"Financial table on page 51 (Unknown) Contains 23 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: Figure19:Keypolicyandbudgetallocationsexpectedtocontributetomeetingthe; ScottishGove…",51,SCOTTISH GOVERNMENT,Financial table,False
scottish_budget_2024_25:p0052_000,-1.0726659,-5.3515453,THE CLIMATE CHANGE ACT 2009 REQUIRES THE SCOTTISH GOVERNMENT TO PROVIDE ASSESSMENTS,The Climate Change Act 2009 requires the Scottish Government to provide assessments of the impacts on greenhouse gas emissions of activities funded by its budget. The Climate Change (Emissions Reduction Targets) Act 201…,52,THE CLIMATE CHANGE ACT 2009 REQUIRES THE SCOTTISH GOVERNMENT TO PROVIDE ASSESSMENTS,Financial narrative,False
scottish_budget_2024_25:p0052_001,-1.1814991,-5.5173674,THE CLIMATE CHANGE ACT 2009 REQUIRES THE SCOTTISH GOVERNMENT TO PROVIDE ASSESSMENTS,"Government has also incorporated the latest emissions data from the ONS environmental accounts, and the latest forecast GDP deflator from HM Treasury. The Scottish Government acknowledges the limitations of this methodo…",52,THE CLIMATE CHANGE ACT 2009 REQUIRES THE SCOTTISH GOVERNMENT TO PROVIDE ASSESSMENTS,Financial narrative,False
scottish_budget_2024_25:p0053_000,-0.9889436,-5.52303,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,"Scottish Government Carbon Assessments In absolute terms GHG emissions remain higher now than in 2010-11. The assessment breaks down emissions by industrial source, and whether these are direct, indirect or imported emi…",53,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,Strategy / narrative,False
scottish_budget_2024_25:p0053_001,-1.1465759,-5.2999773,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,its size to calculate a carbon intensity – this is set out in Figure 21. This takes the total emissions associated with the budget and compares it to Total Managed Expenditure. Overall there has been a reduction in the…,53,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,Financial narrative,False
scottish_budget_2024_25:p0054_000,-0.8495302,-5.395965,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,"Scottish Government Carbon Assessments The Scottish Government publishes additional detail in Annex B which sets out emissions associated with spending at level 3. As noted above, this assessment does not account for th…",54,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,Financial narrative,False
scottish_budget_2024_25:p0054_001,-1.0191622,-5.150996,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,"high carbon spend has been renamed positive and negative to indicate how it aligns to the Scottish Government's intended outcomes, and split to identify low and high impact spend within these categories. “ Because the t…",54,SCOTTISH GOVERNMENT CARBON ASSESSMENTS,Financial narrative,False
scottish_budget_2024_25:p0055_000,-0.92029923,-5.8823075,SCOTTISH GOVERNMENT,"Scottish Government Capital The new taxonomy categorises 42% of spending as positive, 51% as neutral and 7% as negative. These are broadly similar proportions to the last capital taxonomy using the old presentation – in…",55,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0055_001,-1.1574291,-5.9997044,SCOTTISH GOVERNMENT,"positive includes agricultural greening payments, concessionary fares for rail, bus and ferries, and funding for the environmental agency SEPA. As with capital, NHS spending makes the largest contribution to the neutral…",55,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0056_000,-5.869609,-7.8788056,SCOTTISH GOVERNMENT,"might contribute to Scotland's climate targets. The Final Report from the Joint Budget Review Group stated that, with respect to the taxonomy, the aims would be: “ Development, initially for the 2024-25 budget cycle, of…",56,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0057_000,-3.8856397,-7.219966,NATIONAL OUTCOMES AND THE NATIONAL,"National outcomes and the National Performance Framework The National Performance Framework (NPF) The National Performance Framework was originally introduced in 2007, and has gone through a number of reforms and revisi…",57,NATIONAL OUTCOMES AND THE NATIONAL,Clinical performance,False
scottish_budget_2024_25:p0057_001,-3.3020265,-6.60696,NATIONAL OUTCOMES AND THE NATIONAL,"see this SPICe Briefing . In a continuation of the approach of the last three years, within the main Budget document each portfolio includes a table on ""intended contribution to the national outcomes"", split into ""prima…",57,NATIONAL OUTCOMES AND THE NATIONAL,Financial narrative,False
scottish_budget_2024_25:p0057_002,-3.4029129,-6.7356052,NATIONAL OUTCOMES AND THE NATIONAL,"how to interpret the infographic is set out here: - Each portfolio is shown in the order they appear in the Budget document, reading top to bottom in two columns. - In the top right of each portfolio, the percentage cha…",57,NATIONAL OUTCOMES AND THE NATIONAL,Financial narrative,False
scottish_budget_2024_25:p0059_000,-4.060138,-7.80259,SCOTTISH GOVERNMENT,"NHS Recovery, Health & Social Care A 1.6% hild d Young People a] =] == v [ve Hein QOOOOCOUUU Human Rights Tv EEE Social Justice Conmuniies @QQQQHO® Chikren ond QOOOOO®) Human Rights B02 )¢ (20) C00C0H® Education & Skill…",59,SCOTTISH GOVERNMENT,Strategy / narrative,False
scottish_budget_2024_25:p0059_001,-4.2443466,-7.9762235,SCOTTISH GOVERNMENT,"=l=] ve) Fair Work & Business Economy 00000) Poverty Transport, Net Zero & Just Transition W -1.8% Communities HQQOQQWHH® a] al al al =] =]=[=]=[y) eviomes QOQQDADA® International QQQCNKIE9) Justice & Home Affairs Commu…",59,SCOTTISH GOVERNMENT,Strategy / narrative,False
scottish_budget_2024_25:p0060_000,-4.7946925,-8.140641,SCOTTISH GOVERNMENT,"The Finance and Public Administration Committee has encouraged greater use of the national outcomes in committees' pre-budget scrutiny, saying in its guidance to subject committees: “ The BPRG recommended that the NPF ""…",60,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0060_001,-4.5605903,-7.6882167,SCOTTISH GOVERNMENT,alignment between the Scottish Government's equality outcomes and the National Performance Framework was one of the recommendations that the Scottish Government committed to delivering as part of its response to the Equ…,60,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0060_002,-5.5661564,-7.0805044,SCOTTISH GOVERNMENT,"disadvantage and by place can then be used to help shape the policy and the spend.” Scottish Government, 2023 9 , Annex A The content and presentation of the Budget, and of the bulk of the Equality and Fairer Scotland S…",60,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0061_000,-4.8832808,-7.3704376,SCOTTISH GOVERNMENT,"These draw on available evidence to describe how we expect our policies to make a difference for children, parents, carers and families: - children's development improves and the poverty-related outcomes gap narrows;” -…",61,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0061_001,-4.620353,-8.028843,SCOTTISH GOVERNMENT,national outcomes One reason for not increasing the use of the national outcomes in the Budget might be that they are currently undergoing a review . This process is underway and is due to complete in 2024. In the Progr…,61,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0061_002,-5.9685354,-7.5791426,SCOTTISH GOVERNMENT,"to lay a revised set of outcomes before the Parliament by the end of 2023, and publish a final set of outcomes in early-2024. The last blogpost by the Scottish Government on the process was in April 2023, and the later…",61,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0062_000,-4.8515415,-7.9290338,SCOTTISH GOVERNMENT,"implementation plan to improve the implementation of the revised National Performance Framework.” Scottish Government, 2023 1 , Annex E The Auditor General, in the 2022/23 audit of the Scottish Government Consolidated A…",62,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0063_000,-2.7768798,-6.354796,SCOTTISH BUDGET,"Human rights - transparency, accountability and participation in the Scottish Budget Background and key themes from committee scrutiny Last year, for the first time, and inspired by the Equality, Human Rights and Civil…",63,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0063_001,-2.6846242,-6.2144446,SCOTTISH BUDGET,"Committee pre-budget scrutiny As part of our post-budget analysis last year, SPICe looked at the key themes in Committees' pre-budget scrutiny letters and reports to understand where there might be overlapping issues an…",63,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0063_002,-2.8480039,-6.6213617,SCOTTISH BUDGET,"development, education, human rights, taxation and fiscal framework, third sector funding, local government, public service reform, prevention, commissioners, transport, care in the community, science and innovation, is…",63,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0064_000,-5.5173173,-7.914722,SCOTTISH BUDGET,"Responses to committee pre-budget scrutiny In its letter to the Scottish Government , the Equalities, Human Rights and Civil Justice Committee noted the importance of the Scottish Government clearly setting out where co…",64,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0064_001,-5.1835237,-7.6364326,SCOTTISH BUDGET,"budget document. The Scottish Government's website currently explains that the process with regards to committee scrutiny is: “ We respond to their suggestions in the Budget Bill supporting document, then debate any pro…",64,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:table_p0065,13.188637,15.08802,SCOTTISH BUDGET,Financial table on page 65 (Property) Contains 43 line items across 2 columns. Row labels: Accountabilitywasthe; 2024-25IntheEqualit; Governmentsaysithas; scrutinyprocessAsno. Key items: Accountabilitywasthe | mostpromi…,65,SCOTTISH BUDGET,Financial table,False
scottish_budget_2024_25:table_p0066,12.447807,15.183907,SCOTTISH BUDGET,"Financial table on page 66 (Property) Contains 29 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: workingsoftherenegotiatedfiscalframeworkbetweentheUKandScottishGovernments; 6Howeve…",66,SCOTTISH BUDGET,Financial table,False
scottish_budget_2024_25:p0067_000,-4.747193,-7.3805766,SCOTTISH BUDGET,Equality and Fairer Scotland Statement The Equality and Fairer Scotland Statement 9 (EFSS) is intended to aid scrutiny of Budget decisions through the perspective of tackling inequalities. It provides analysis of Budget…,67,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0067_001,-5.5270095,-7.394537,SCOTTISH BUDGET,"also includes six case studies of selected budget lines and, for each of them, answers six questions that were set out in the guidance developed by the Scottish Government in collaboration with the Equality and Human Ri…",67,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0067_002,-4.889786,-7.115574,SCOTTISH BUDGET,equality and socioeconomic evidence has fed into budget decisions. Analysis of the impact of spending on tackling inequalities Annex B of the Equality and fairer Scotland statement presents the analysis of how spending…,67,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:table_p0068,12.936325,15.0135,SCOTTISH BUDGET,"Financial table on page 68 (Unknown) Contains 16 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: “TheBudgetprovides£90millionforEmployabilityandWorkforceSkills(including; 'FairStart…",68,SCOTTISH BUDGET,Financial table,False
scottish_budget_2024_25:p0069_000,-5.10983,-7.8219576,SCOTTISH BUDGET,"since the devolution of such powers. It notes that, on average, households in the lower half of the income distribution are £400 better off a year than they would be in rUK.",69,SCOTTISH BUDGET,Financial narrative,False
scottish_budget_2024_25:p0070_000,-0.7075264,-6.717894,ADT - AIRPORT DEPARTURE TAX,"Abbreviations The following abbreviations appear in this briefing. For further detail and a glossary of terms, SPICe recommends using the Scottish Fiscal Commission's glossary . ADT - Airport Departure Tax AME - Anually…",70,ADT - AIRPORT DEPARTURE TAX,Strategy / narrative,False
scottish_budget_2024_25:p0071_000,-0.74562186,-6.6598663,OBR - UK OFFICE FOR BUDGET RESPONSIBILITY,"OBR - UK Office for Budget Responsibility PPP - public-private partnership RAB - regulatory asset base RHL - retail, hospitality and leisure (relief) RSR - Resource Spending Review rUK - the rest of the United Kingdom,…",71,OBR - UK OFFICE FOR BUDGET RESPONSIBILITY,Financial narrative,False
scottish_budget_2024_25:p0072_000,-6.4917054,-8.112498,OBR - UK OFFICE FOR BUDGET RESPONSIBILITY,"Bibliography 1 Scottish Government. (2023, December 19). Scottish Budget: 2024 to 2025. Retrieved from https://www.gov.scot/publications/scottish-budget-2024-25/ [accessed 22 December 2023] 2 Scottish Fiscal Commission.…",72,OBR - UK OFFICE FOR BUDGET RESPONSIBILITY,Financial table,False
scottish_budget_2024_25:table_p0074,12.7142,15.266694,RELATED BRIEFINGS AND BLOGS,Financial table on page 74 (Unknown) Contains 35 line items across 1 columns. Column headers: RelatedBriefingsandblogs. Row labels: SB22-73:Budget2023-24|ScottishParliament; ScottishBudget2024-25:inthebleakmidwinter–SPI…,74,RELATED BRIEFINGS AND BLOGS,Financial table,False
