arm,doc_id,query_id,difficulty,hit3,chunk_text_truncations,context_truncated,context_chars_used,expected_answer_in_trimmed_context
row_preserving,Grampian-2021-2022,Q_2022_GOV_01,LEX,1,0,False,7225,False
row_preserving,Grampian-2021-2022,Q_2022_GOV_02,LEX,1,0,False,7106,False
row_preserving,Grampian-2021-2022,Q_2022_CAP_01,MOD,0,0,False,7207,False
row_preserving,Grampian-2021-2022,Q_2022_CAP_02,LEX,1,0,False,5793,True
row_preserving,Grampian-2021-2022,Q_2022_CAP_03,LEX,1,0,False,6401,False
row_preserving,Grampian-2021-2022,Q_2022_COV_01,LEX,1,0,False,6610,True
row_preserving,Grampian-2021-2022,Q_2022_GOPES_01,STR,1,0,False,6902,False
row_preserving,Grampian-2021-2022,Q_2022_FIN_08,LEX,0,0,False,6303,False
row_preserving,Grampian-2021-2022,Q_2022_FIN_P2,MOD,1,0,False,6087,False
row_preserving,Grampian-2021-2022,Q_2022_IJB_P2,MOD,1,0,False,3963,False
row_preserving,Grampian-2021-2022,Q_2022_STR_03,STR,1,0,False,6849,False
row_preserving,Grampian-2021-2022,Q_2022_AE_P2,MOD,1,0,False,6366,True
row_preserving,Grampian-2021-2022,Q_2022_GOV_P1,STR,1,0,False,6851,False
row_preserving,Grampian-2021-2022,Q_2022_CAP_P1,MOD,1,0,False,6761,True
row_preserving,Grampian-2021-2022,Q_2022_FIN_09,LEX,1,0,False,6950,False
row_preserving,Grampian-2021-2022,Q_2022_SAV_P2,MOD,1,0,False,6140,False
row_preserving,Grampian-2021-2022,Q_2022_STR_04,STR,1,0,False,6592,True
row_preserving,Grampian-2021-2022,Q_2022_IJB_07,LEX,1,0,False,3387,False
row_preserving,Grampian-2021-2022,Q_2022_GOV_03,LEX,1,0,False,6523,False
row_preserving,Grampian-2021-2022,Q_2022_STR_P2,STR,0,0,False,6283,False
row_preserving,Grampian-2021-2022,Q_2022_FIN_12_P1,MOD,0,0,False,5809,False
row_preserving,Grampian-2021-2022,Q_2022_GOV_05,LEX,0,0,False,5356,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_01,MOD,1,0,False,5724,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_02,LEX,1,0,False,6129,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_03,LEX,1,0,False,5855,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_04,MOD,1,0,False,5025,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_05,LEX,1,0,False,6560,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_06,LEX,1,0,False,5855,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_07,STR,0,0,False,6394,True
row_preserving,Grampian-2022-2023,Q_2023_FIN_08,LEX,1,0,False,5997,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_P1,MOD,1,0,False,6521,True
row_preserving,Grampian-2022-2023,Q_2023_SAV_01,MOD,1,0,False,6169,True
row_preserving,Grampian-2022-2023,Q_2023_SAV_02,LEX,1,0,False,6013,True
row_preserving,Grampian-2022-2023,Q_2023_SAV_03,MOD,1,0,False,6257,True
row_preserving,Grampian-2022-2023,Q_2023_SAV_04,LEX,1,0,False,6271,True
row_preserving,Grampian-2022-2023,Q_2023_SAV_P1,MOD,1,0,False,6112,True
row_preserving,Grampian-2022-2023,Q_2023_IJB_01,STR,1,0,False,5921,True
row_preserving,Grampian-2022-2023,Q_2023_IJB_02,LEX,1,0,False,2848,True
row_preserving,Grampian-2022-2023,Q_2023_IJB_03,STR,1,0,False,6010,True
row_preserving,Grampian-2022-2023,Q_2023_IJB_04,LEX,1,0,False,3058,False
row_preserving,Grampian-2022-2023,Q_2023_IJB_05,STR,0,0,False,5907,False
row_preserving,Grampian-2022-2023,Q_2023_IJB_06,LEX,1,0,False,3037,True
row_preserving,Grampian-2022-2023,Q_2023_IJB_P1,STR,1,0,False,2460,False
row_preserving,Grampian-2022-2023,Q_2023_AE_01,MOD,1,0,False,4751,True
row_preserving,Grampian-2022-2023,Q_2023_AE_02,LEX,1,0,False,4784,True
row_preserving,Grampian-2022-2023,Q_2023_AE_03,LEX,1,0,False,5033,True
row_preserving,Grampian-2022-2023,Q_2023_AE_04,LEX,1,0,False,5033,True
row_preserving,Grampian-2022-2023,Q_2023_AE_P1,MOD,1,0,False,4492,False
row_preserving,Grampian-2022-2023,Q_2023_DEL_01,MOD,1,0,False,5084,False
row_preserving,Grampian-2022-2023,Q_2023_DEL_02,LEX,1,0,False,5062,True
row_preserving,Grampian-2022-2023,Q_2023_DEL_P1,MOD,1,0,False,4942,False
row_preserving,Grampian-2022-2023,Q_2023_GOV_01,MOD,1,0,False,6176,False
row_preserving,Grampian-2022-2023,Q_2023_GOV_02,STR,1,0,False,5879,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_09,LEX,1,0,False,5526,False
row_preserving,Grampian-2022-2023,Q_2023_COV_01,STR,0,0,False,5317,False
row_preserving,Grampian-2022-2023,Q_2023_COV_02,LEX,1,0,False,5118,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_10,LEX,0,0,False,5025,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_P2,MOD,1,0,False,6362,False
row_preserving,Grampian-2022-2023,Q_2023_PLAN_01,STR,1,0,False,6261,False
row_preserving,Grampian-2022-2023,Q_2023_GOV_03,LEX,1,0,False,5777,False
row_preserving,Grampian-2022-2023,Q_2023_IJB_07,LEX,0,0,False,3180,False
row_preserving,Grampian-2022-2023,Q_2023_AE_P2,MOD,1,0,False,5010,True
row_preserving,Grampian-2022-2023,Q_2023_PLAN_02,STR,1,0,False,6297,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_11,LEX,1,0,False,6570,False
row_preserving,Grampian-2022-2023,Q_2023_GOV_P1,STR,1,0,False,7118,False
row_preserving,Grampian-2022-2023,Q_2023_SAV_P2,MOD,1,0,False,6840,False
row_preserving,Grampian-2022-2023,Q_2023_IJB_P2,LEX,1,0,False,3292,True
row_preserving,Grampian-2022-2023,Q_2023_FIN_14,LEX,1,0,False,6624,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_15,LEX,1,0,False,5230,False
row_preserving,Grampian-2022-2023,Q_2023_FIN_16,LEX,0,0,False,5435,False
row_preserving,Grampian-2022-2023,Q_2023_GOV_05,MOD,1,0,False,6449,False
row_preserving,Grampian-2022-2023,Q_2023_AE_07,LEX,1,0,False,4784,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_01,LEX,1,0,False,5992,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_02,STR,1,0,False,5992,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_03,LEX,1,0,False,5992,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_04,LEX,1,0,False,5992,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_05,LEX,1,0,False,5976,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_06,STR,1,0,False,6484,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_07,LEX,1,0,False,6023,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_08,STR,0,0,False,5200,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_09,LEX,1,0,False,6193,True
row_preserving,Grampian-2023-2024,Q_2024_FIN_10,LEX,1,0,False,5708,True
row_preserving,Grampian-2023-2024,Q_2024_FIN_11,MOD,0,0,False,6389,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_12,MOD,1,0,False,5633,False
row_preserving,Grampian-2023-2024,Q_2024_FIN_13,LEX,0,0,False,7036,True
row_preserving,Grampian-2023-2024,Q_2024_FIN_14,STR,0,0,False,6033,False
row_preserving,Grampian-2023-2024,Q_2024_SAV_01,LEX,1,0,False,7189,False
row_preserving,Grampian-2023-2024,Q_2024_SAV_02,LEX,1,0,False,7218,False
row_preserving,Grampian-2023-2024,Q_2024_SAV_03,MOD,1,0,False,7111,False
row_preserving,Grampian-2023-2024,Q_2024_SAV_04,STR,1,0,False,6999,False
row_preserving,Grampian-2023-2024,Q_2024_SAV_05,MOD,1,0,False,6454,False
row_preserving,Grampian-2023-2024,Q_2024_SAV_06,STR,1,0,False,6926,False
row_preserving,Grampian-2023-2024,Q_2024_IJB_01,LEX,1,0,False,1984,False
row_preserving,Grampian-2023-2024,Q_2024_IJB_02,LEX,1,0,False,1984,False
row_preserving,Grampian-2023-2024,Q_2024_IJB_03,LEX,1,0,False,2827,False
row_preserving,Grampian-2023-2024,Q_2024_IJB_04,MOD,1,0,False,3000,False
row_preserving,Grampian-2023-2024,Q_2024_IJB_05,LEX,1,0,False,3746,True
row_preserving,Grampian-2023-2024,Q_2024_IJB_06,STR,1,0,False,3650,False
row_preserving,Grampian-2023-2024,Q_2024_IJB_07,MOD,1,0,False,5633,True
row_preserving,Grampian-2023-2024,Q_2024_IJB_08,STR,1,0,False,3131,False
row_preserving,Grampian-2023-2024,Q_2024_AE_01,LEX,1,0,False,5092,False
row_preserving,Grampian-2023-2024,Q_2024_AE_02,LEX,1,0,False,4934,False
row_preserving,Grampian-2023-2024,Q_2024_AE_03,LEX,1,0,False,5052,False
row_preserving,Grampian-2023-2024,Q_2024_AE_04,MOD,1,0,False,5100,False
row_preserving,Grampian-2023-2024,Q_2024_AE_05,LEX,1,0,False,5354,True
row_preserving,Grampian-2023-2024,Q_2024_AE_06,MOD,1,0,False,4637,False
row_preserving,Grampian-2023-2024,Q_2024_DEL_01,LEX,1,0,False,6525,True
row_preserving,Grampian-2023-2024,Q_2024_DEL_02,MOD,0,0,False,6472,False
row_preserving,Grampian-2023-2024,Q_2024_DEL_03,LEX,1,0,False,6525,False
row_preserving,Grampian-2023-2024,Q_2024_DEL_04,MOD,1,0,False,6421,False
row_preserving,Grampian-2023-2024,Q_2024_DEL_05,STR,1,0,False,6207,False
row_preserving,Grampian-2023-2024,Q_2024_ESC_01,LEX,1,0,False,6378,False
row_preserving,Grampian-2023-2024,Q_2024_ESC_02,MOD,0,0,False,6524,False
row_preserving,Grampian-2023-2024,Q_2024_ESC_03,MOD,1,0,False,5807,False
row_preserving,Grampian-2023-2024,Q_2024_ESC_04,MOD,1,0,False,6347,False
row_preserving,Grampian-2023-2024,Q_2024_GOPES_01,LEX,1,0,False,5816,False
row_preserving,Grampian-2023-2024,Q_2024_GOPES_02,STR,1,0,False,6299,False
row_preserving,Grampian-2023-2024,Q_2024_GOV_01,LEX,1,0,False,7260,False
row_preserving,Grampian-2023-2024,Q_2024_GOV_02,MOD,1,0,False,6464,False
row_preserving,Grampian-2023-2024,Q_2024_GOV_03,MOD,0,0,False,7041,False
row_preserving,Grampian-2023-2024,Q_2024_GOV_04,LEX,1,0,False,5144,False
row_preserving,Grampian-2023-2024,Q_2024_GOV_05,LEX,1,0,False,7180,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_01,STR,0,0,False,6275,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_02,MOD,1,0,False,5887,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_03,MOD,1,0,False,5439,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_04,LEX,1,0,False,5694,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_05,LEX,1,0,False,5594,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_06,STR,1,0,False,5643,True
row_preserving,Grampian-2024-2025,Q_2025_FIN_07,LEX,1,0,False,6170,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_P1,MOD,1,0,False,6361,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_08,MOD,0,0,False,6429,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_09,LEX,1,0,False,4761,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_P2,LEX,1,0,False,5133,False
row_preserving,Grampian-2024-2025,Q_2025_SAV_01,STR,0,0,False,5398,False
row_preserving,Grampian-2024-2025,Q_2025_SAV_02,MOD,0,0,False,5861,False
row_preserving,Grampian-2024-2025,Q_2025_SAV_03,MOD,1,0,False,6685,True
row_preserving,Grampian-2024-2025,Q_2025_SAV_04,LEX,1,0,False,5537,True
row_preserving,Grampian-2024-2025,Q_2025_SAV_P1,MOD,1,0,False,6771,False
row_preserving,Grampian-2024-2025,Q_2025_SAV_P2,MOD,1,0,False,6544,False
row_preserving,Grampian-2024-2025,Q_2025_IJB_01,LEX,1,0,False,4686,True
row_preserving,Grampian-2024-2025,Q_2025_IJB_02,LEX,1,0,False,4084,False
row_preserving,Grampian-2024-2025,Q_2025_IJB_03,MOD,1,0,False,2217,True
row_preserving,Grampian-2024-2025,Q_2025_IJB_04,LEX,1,0,False,2922,True
row_preserving,Grampian-2024-2025,Q_2025_IJB_05,LEX,1,0,False,4605,True
row_preserving,Grampian-2024-2025,Q_2025_IJB_06,LEX,1,0,False,3306,True
row_preserving,Grampian-2024-2025,Q_2025_IJB_P1,STR,1,0,False,6356,False
row_preserving,Grampian-2024-2025,Q_2025_AE_01,STR,0,0,False,6620,False
row_preserving,Grampian-2024-2025,Q_2025_AE_02,MOD,1,0,False,5085,True
row_preserving,Grampian-2024-2025,Q_2025_AE_03,LEX,1,0,False,5121,True
row_preserving,Grampian-2024-2025,Q_2025_AE_04,LEX,1,0,False,4867,True
row_preserving,Grampian-2024-2025,Q_2025_AE_P1,MOD,1,0,False,3666,False
row_preserving,Grampian-2024-2025,Q_2025_DEL_01,LEX,1,0,False,4693,True
row_preserving,Grampian-2024-2025,Q_2025_DEL_02,LEX,1,0,False,5550,True
row_preserving,Grampian-2024-2025,Q_2025_DEL_03,LEX,1,0,False,5002,True
row_preserving,Grampian-2024-2025,Q_2025_DEL_04,LEX,1,0,False,4793,True
row_preserving,Grampian-2024-2025,Q_2025_DEL_P1,LEX,0,0,False,6962,True
row_preserving,Grampian-2024-2025,Q_2025_STR_01,LEX,1,0,False,6129,False
row_preserving,Grampian-2024-2025,Q_2025_ESC_01,STR,1,0,False,6784,True
row_preserving,Grampian-2024-2025,Q_2025_ESC_02,LEX,1,0,False,7075,True
row_preserving,Grampian-2024-2025,Q_2025_ESC_P1,MOD,1,0,False,7133,False
row_preserving,Grampian-2024-2025,Q_2025_ESC_P2,MOD,1,0,False,6679,False
row_preserving,Grampian-2024-2025,Q_2025_PLAN_01,STR,1,0,False,7077,False
row_preserving,Grampian-2024-2025,Q_2025_GOPES_01,STR,1,0,False,6116,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_10,STR,1,0,False,5923,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_11,LEX,1,0,False,5447,True
row_preserving,Grampian-2024-2025,Q_2025_FIN_12,LEX,1,0,False,4674,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_13,LEX,1,0,False,6077,True
row_preserving,Grampian-2024-2025,Q_2025_GOV_01,LEX,1,0,False,6040,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_P3,STR,1,0,False,6435,False
row_preserving,Grampian-2024-2025,Q_2025_FIN_17,LEX,1,0,False,5447,True
row_preserving,Grampian-2024-2025,Q_2025_FIN_18,MOD,1,0,False,4744,False
row_preserving,Grampian-2024-2025,Q_2025_GOV_02,MOD,1,0,False,4693,False
two_stage,Grampian-2020-2021,Q_2021_FIN_01,MOD,1,0,False,6899,False
two_stage,Grampian-2020-2021,Q_2021_FIN_02,MOD,1,0,False,7109,False
two_stage,Grampian-2020-2021,Q_2021_FIN_03,MOD,1,0,False,7026,False
two_stage,Grampian-2020-2021,Q_2021_FIN_P1,MOD,1,0,False,7029,False
two_stage,Grampian-2020-2021,Q_2021_FIN_04,MOD,1,0,False,7059,False
two_stage,Grampian-2020-2021,Q_2021_FIN_05,LEX,1,0,False,6984,False
two_stage,Grampian-2020-2021,Q_2021_FIN_06,LEX,1,0,False,7096,False
two_stage,Grampian-2020-2021,Q_2021_FIN_07,LEX,1,0,False,5630,False
two_stage,Grampian-2020-2021,Q_2021_FIN_P2,STR,1,0,False,7090,False
two_stage,Grampian-2020-2021,Q_2021_SAV_01,MOD,1,0,False,6814,True
two_stage,Grampian-2020-2021,Q_2021_SAV_02,MOD,0,0,False,6485,False
two_stage,Grampian-2020-2021,Q_2021_SAV_03,MOD,1,0,False,6590,True
two_stage,Grampian-2020-2021,Q_2021_SAV_04,LEX,1,0,False,6226,True
two_stage,Grampian-2020-2021,Q_2021_SAV_P1,STR,1,0,False,6972,False
two_stage,Grampian-2020-2021,Q_2021_COV_01,MOD,1,0,False,6427,True
two_stage,Grampian-2020-2021,Q_2021_COV_02,LEX,0,0,False,5890,True
two_stage,Grampian-2020-2021,Q_2021_COV_P1,MOD,1,0,False,6883,False
two_stage,Grampian-2020-2021,Q_2021_IJB_01,MOD,0,0,False,4463,True
two_stage,Grampian-2020-2021,Q_2021_IJB_02,LEX,1,0,False,3734,True
two_stage,Grampian-2020-2021,Q_2021_IJB_03,LEX,1,0,False,5299,True
two_stage,Grampian-2020-2021,Q_2021_IJB_04,LEX,1,0,False,3734,True
two_stage,Grampian-2020-2021,Q_2021_IJB_05,MOD,1,0,False,4968,True
two_stage,Grampian-2020-2021,Q_2021_IJB_06,LEX,1,0,False,3734,True
two_stage,Grampian-2020-2021,Q_2021_IJB_P1,STR,0,0,False,5054,False
two_stage,Grampian-2020-2021,Q_2021_GOV_01,STR,1,0,False,7161,False
two_stage,Grampian-2020-2021,Q_2021_GOV_02,LEX,1,0,False,6193,False
two_stage,Grampian-2020-2021,Q_2021_STR_01,STR,1,0,False,6930,True
two_stage,Grampian-2020-2021,Q_2021_STR_02,LEX,1,0,False,6288,True
two_stage,Grampian-2020-2021,Q_2021_STR_03,LEX,1,0,False,5872,True
two_stage,Grampian-2020-2021,Q_2021_STR_P1,STR,0,0,False,6260,False
two_stage,Grampian-2020-2021,Q_2021_CAP_01,LEX,1,0,False,6592,True
two_stage,Grampian-2020-2021,Q_2021_CAP_02,LEX,1,0,False,6522,True
two_stage,Grampian-2020-2021,Q_2021_CAP_P1,MOD,1,0,False,4996,False
two_stage,Grampian-2020-2021,Q_2021_COV_03,LEX,1,0,False,6525,True
two_stage,Grampian-2020-2021,Q_2021_COV_04,LEX,1,0,False,5953,False
two_stage,Grampian-2020-2021,Q_2021_GOV_03,LEX,1,0,False,7036,False
two_stage,Grampian-2020-2021,Q_2021_IJB_07,LEX,0,0,False,4810,False
two_stage,Grampian-2020-2021,Q_2021_IJB_P2,MOD,1,0,False,5734,False
two_stage,Grampian-2020-2021,Q_2021_FIN_08,LEX,1,0,False,6813,True
two_stage,Grampian-2020-2021,Q_2021_CAP_03,LEX,1,0,False,5994,False
two_stage,Grampian-2020-2021,Q_2021_COV_P2,STR,1,0,False,6998,False
two_stage,Grampian-2020-2021,Q_2021_STR_04,LEX,1,0,False,5635,True
two_stage,Grampian-2020-2021,Q_2021_GOV_04,LEX,1,0,False,6550,False
two_stage,Grampian-2020-2021,Q_2021_STR_05,STR,1,0,False,5869,False
two_stage,Grampian-2020-2021,Q_2021_STR_P2,LEX,1,0,False,7259,True
two_stage,Grampian-2020-2021,Q_2021_CAP_04,LEX,1,0,False,7122,False
two_stage,Grampian-2020-2021,Q_2021_FIN_P3,STR,0,0,False,6520,False
two_stage,Grampian-2020-2021,Q_2021_GOV_P1,STR,0,0,False,5361,False
two_stage,Grampian-2020-2021,Q_2021_SAV_P2,MOD,1,0,False,6868,False
two_stage,Grampian-2020-2021,Q_2021_IJB_08,LEX,1,0,False,3734,True
two_stage,Grampian-2021-2022,Q_2022_FIN_01,STR,1,0,False,6821,False
two_stage,Grampian-2021-2022,Q_2022_FIN_02,MOD,1,0,False,7017,False
two_stage,Grampian-2021-2022,Q_2022_FIN_03,LEX,1,0,False,6939,False
two_stage,Grampian-2021-2022,Q_2022_FIN_04,LEX,1,0,False,6531,False
two_stage,Grampian-2021-2022,Q_2022_FIN_05,LEX,1,0,False,6476,False
two_stage,Grampian-2021-2022,Q_2022_FIN_06,LEX,1,0,False,6673,False
two_stage,Grampian-2021-2022,Q_2022_FIN_07,STR,1,0,False,7110,False
two_stage,Grampian-2021-2022,Q_2022_FIN_P1,MOD,0,0,False,5782,False
two_stage,Grampian-2021-2022,Q_2022_SAV_01,MOD,1,0,False,6106,True
two_stage,Grampian-2021-2022,Q_2022_SAV_02,MOD,0,0,False,6881,False
two_stage,Grampian-2021-2022,Q_2022_SAV_03,MOD,1,0,False,6919,True
two_stage,Grampian-2021-2022,Q_2022_SAV_04,LEX,1,0,False,7100,True
two_stage,Grampian-2021-2022,Q_2022_SAV_P1,MOD,1,0,False,6314,False
two_stage,Grampian-2021-2022,Q_2022_IJB_01,STR,0,0,False,4184,True
two_stage,Grampian-2021-2022,Q_2022_IJB_02,LEX,1,0,False,2996,True
two_stage,Grampian-2021-2022,Q_2022_IJB_03,LEX,1,0,False,3059,True
two_stage,Grampian-2021-2022,Q_2022_IJB_04,LEX,1,0,False,2996,True
two_stage,Grampian-2021-2022,Q_2022_IJB_05,LEX,1,0,False,3647,True
two_stage,Grampian-2021-2022,Q_2022_IJB_06,LEX,1,0,False,2996,True
two_stage,Grampian-2021-2022,Q_2022_IJB_P1,STR,1,0,False,3139,False
two_stage,Grampian-2021-2022,Q_2022_AE_01,MOD,1,0,False,4936,True
two_stage,Grampian-2021-2022,Q_2022_AE_02,LEX,1,0,False,5589,True
two_stage,Grampian-2021-2022,Q_2022_AE_03,LEX,1,0,False,6151,True
two_stage,Grampian-2021-2022,Q_2022_AE_04,LEX,1,0,False,5349,True
two_stage,Grampian-2021-2022,Q_2022_AE_P1,MOD,1,0,False,5047,False
two_stage,Grampian-2021-2022,Q_2022_STR_01,STR,0,0,False,6848,True
two_stage,Grampian-2021-2022,Q_2022_STR_02,LEX,1,0,False,6247,False
two_stage,Grampian-2021-2022,Q_2022_STR_P1,LEX,0,0,False,5680,False
two_stage,Grampian-2021-2022,Q_2022_GOV_01,LEX,1,0,False,7140,False
two_stage,Grampian-2021-2022,Q_2022_GOV_02,LEX,1,0,False,7106,False
two_stage,Grampian-2021-2022,Q_2022_CAP_01,MOD,0,0,False,7207,False
two_stage,Grampian-2021-2022,Q_2022_CAP_02,LEX,1,0,False,5793,True
two_stage,Grampian-2021-2022,Q_2022_CAP_03,LEX,1,0,False,6401,False
two_stage,Grampian-2021-2022,Q_2022_COV_01,LEX,1,0,False,6610,True
two_stage,Grampian-2021-2022,Q_2022_GOPES_01,STR,1,0,False,6902,False
two_stage,Grampian-2021-2022,Q_2022_FIN_08,LEX,0,0,False,5095,False
two_stage,Grampian-2021-2022,Q_2022_FIN_P2,MOD,1,0,False,4986,False
two_stage,Grampian-2021-2022,Q_2022_IJB_P2,MOD,1,0,False,3963,False
two_stage,Grampian-2021-2022,Q_2022_STR_03,STR,1,0,False,6849,False
two_stage,Grampian-2021-2022,Q_2022_AE_P2,MOD,1,0,False,6366,True
two_stage,Grampian-2021-2022,Q_2022_GOV_P1,STR,1,0,False,6851,False
two_stage,Grampian-2021-2022,Q_2022_CAP_P1,MOD,1,0,False,6761,True
two_stage,Grampian-2021-2022,Q_2022_FIN_09,LEX,1,0,False,6950,False
two_stage,Grampian-2021-2022,Q_2022_SAV_P2,MOD,1,0,False,6140,False
two_stage,Grampian-2021-2022,Q_2022_STR_04,STR,1,0,False,6592,True
two_stage,Grampian-2021-2022,Q_2022_IJB_07,LEX,1,0,False,3387,False
two_stage,Grampian-2021-2022,Q_2022_GOV_03,LEX,1,0,False,6523,False
two_stage,Grampian-2021-2022,Q_2022_STR_P2,STR,0,0,False,6283,False
two_stage,Grampian-2021-2022,Q_2022_FIN_12_P1,MOD,0,0,False,5809,False
two_stage,Grampian-2021-2022,Q_2022_GOV_05,LEX,0,0,False,5356,False
two_stage,Grampian-2022-2023,Q_2023_FIN_01,MOD,1,0,False,5724,False
two_stage,Grampian-2022-2023,Q_2023_FIN_02,LEX,1,0,False,6129,False
two_stage,Grampian-2022-2023,Q_2023_FIN_03,LEX,1,0,False,5855,False
two_stage,Grampian-2022-2023,Q_2023_FIN_04,MOD,1,0,False,5025,False
two_stage,Grampian-2022-2023,Q_2023_FIN_05,LEX,1,0,False,6560,False
two_stage,Grampian-2022-2023,Q_2023_FIN_06,LEX,1,0,False,5855,False
two_stage,Grampian-2022-2023,Q_2023_FIN_07,STR,0,0,False,6394,True
two_stage,Grampian-2022-2023,Q_2023_FIN_08,LEX,1,0,False,5997,False
two_stage,Grampian-2022-2023,Q_2023_FIN_P1,MOD,1,0,False,6521,True
two_stage,Grampian-2022-2023,Q_2023_SAV_01,MOD,1,0,False,6169,True
two_stage,Grampian-2022-2023,Q_2023_SAV_02,LEX,1,0,False,6013,True
two_stage,Grampian-2022-2023,Q_2023_SAV_03,MOD,1,0,False,6257,True
two_stage,Grampian-2022-2023,Q_2023_SAV_04,LEX,1,0,False,6271,True
two_stage,Grampian-2022-2023,Q_2023_SAV_P1,MOD,1,0,False,6112,True
two_stage,Grampian-2022-2023,Q_2023_IJB_01,STR,1,0,False,5921,True
two_stage,Grampian-2022-2023,Q_2023_IJB_02,LEX,1,0,False,2848,True
two_stage,Grampian-2022-2023,Q_2023_IJB_03,STR,1,0,False,6010,True
two_stage,Grampian-2022-2023,Q_2023_IJB_04,LEX,1,0,False,3058,False
two_stage,Grampian-2022-2023,Q_2023_IJB_05,STR,0,0,False,5907,False
two_stage,Grampian-2022-2023,Q_2023_IJB_06,LEX,1,0,False,3037,True
two_stage,Grampian-2022-2023,Q_2023_IJB_P1,STR,1,0,False,2460,False
two_stage,Grampian-2022-2023,Q_2023_AE_01,MOD,1,0,False,4751,True
two_stage,Grampian-2022-2023,Q_2023_AE_02,LEX,1,0,False,4784,True
two_stage,Grampian-2022-2023,Q_2023_AE_03,LEX,1,0,False,5033,True
two_stage,Grampian-2022-2023,Q_2023_AE_04,LEX,1,0,False,5033,True
two_stage,Grampian-2022-2023,Q_2023_AE_P1,MOD,1,0,False,4492,False
two_stage,Grampian-2022-2023,Q_2023_DEL_01,MOD,1,0,False,5084,False
two_stage,Grampian-2022-2023,Q_2023_DEL_02,LEX,1,0,False,5062,True
two_stage,Grampian-2022-2023,Q_2023_DEL_P1,MOD,1,0,False,4942,False
two_stage,Grampian-2022-2023,Q_2023_GOV_01,MOD,1,0,False,6176,False
two_stage,Grampian-2022-2023,Q_2023_GOV_02,STR,1,0,False,5879,False
two_stage,Grampian-2022-2023,Q_2023_FIN_09,LEX,1,0,False,5526,False
two_stage,Grampian-2022-2023,Q_2023_COV_01,STR,0,0,False,5317,False
two_stage,Grampian-2022-2023,Q_2023_COV_02,LEX,1,0,False,5118,False
two_stage,Grampian-2022-2023,Q_2023_FIN_10,LEX,0,0,False,3993,False
two_stage,Grampian-2022-2023,Q_2023_FIN_P2,MOD,1,0,False,6362,False
two_stage,Grampian-2022-2023,Q_2023_PLAN_01,STR,1,0,False,6261,False
two_stage,Grampian-2022-2023,Q_2023_GOV_03,LEX,1,0,False,5777,False
two_stage,Grampian-2022-2023,Q_2023_IJB_07,LEX,0,0,False,3180,False
two_stage,Grampian-2022-2023,Q_2023_AE_P2,MOD,1,0,False,5010,True
two_stage,Grampian-2022-2023,Q_2023_PLAN_02,STR,1,0,False,6297,False
two_stage,Grampian-2022-2023,Q_2023_FIN_11,LEX,1,0,False,6570,False
two_stage,Grampian-2022-2023,Q_2023_GOV_P1,STR,1,0,False,7118,False
two_stage,Grampian-2022-2023,Q_2023_SAV_P2,MOD,1,0,False,6840,False
two_stage,Grampian-2022-2023,Q_2023_IJB_P2,LEX,1,0,False,3292,True
two_stage,Grampian-2022-2023,Q_2023_FIN_14,LEX,1,0,False,6624,False
two_stage,Grampian-2022-2023,Q_2023_FIN_15,LEX,1,0,False,5230,False
two_stage,Grampian-2022-2023,Q_2023_FIN_16,LEX,0,0,False,5435,False
two_stage,Grampian-2022-2023,Q_2023_GOV_05,MOD,1,0,False,6449,False
